2;80319
201;35000
202;35003
203;34998
204;35017
205;34990
206;34990
207;34990
208;34990
209;35009
256;34978
261;34978
262;34978
277;34978
363;82356
364;82364
365;82364
366;82356
367;82338
368;82345
369;82348
370;82348
371;82367
372;82360
373;82358
374;82350
375;82359
376;82348
377;82337
378;82337
379;82364
380;82365
381;82365
382;82351
383;82351
384;82349
385;82348
386;82359
387;82348
388;82357
389;82336
390;82336
391;82358
392;82358
393;82358
394;82358
395;82360
396;82336
397;82336
398;82340
399;82340
400;82359
401;82359
402;82349
403;82349
404;82347
405;82346
406;82346
407;82361
408;82361
409;82365
410;82349
411;82365
412;82346
413;82348
414;82359
415;82357
416;82357
417;82357
418;82357
419;82341
420;82346
421;82335
422;82349
423;82346
424;82346
425;82346
426;82348
427;82340
428;82349
429;82349
430;82357
431;82340
432;82360
433;82359
434;82361
435;82356
436;82360
437;82341
438;82365
439;82356
440;82346
441;82338
442;82356
443;82360
444;82340
445;82340
446;82340
447;82340
448;81728
449;81720
450;81942
451;81723
452;81721
453;81698
454;81732
455;81752
456;81711
457;81726
458;81727
459;81723
460;81942
461;81691
462;81723
463;81721
464;81721
465;81726
466;81852
467;81723
468;81726
469;81731
470;81746
471;81746
472;81721
473;81711
474;81715
475;81747
476;81721
477;81713
478;81713
479;81719
480;81719
481;81727
482;81727
483;81757
484;81764
485;81764
486;81928
487;80709
488;81718
489;81765
490;81765
491;81765
492;81768
493;81697
494;81697
495;81697
496;81709
497;81709
498;81696
499;81709
500;81709
501;81722
502;81770
503;81856
504;81711
505;81772
506;82106
507;81720
508;81720
509;81720
510;81720
511;81720
512;81690
513;81690
514;81690
515;81690
516;81690
517;81690
518;81690
519;81690
520;81705
521;81705
522;81705
523;81710
524;81710
525;81710
526;81749
527;81749
528;81749
529;81745
530;81745
531;81745
532;81745
533;81745
534;81745
535;81749
536;81744
537;81744
538;81749
539;81928
540;81928
541;81856
542;81732
543;81721
544;81708
545;81708
546;81708
547;81708
548;81726
549;81941
550;81721
551;81711
552;81748
553;81764
554;81764
555;81764
556;81708
557;82031
558;82031
559;81726
560;81775
561;81941
562;81766
563;81852
564;81715
565;81726
566;81731
567;81731
568;81749
569;81723
570;81723
571;81723
572;81764
573;81764
574;81764
575;81708
576;82031
577;82084
578;81731
579;81731
580;81726
581;81731
582;81731
583;81731
584;82031
585;81705
586;82033
587;81690
588;81752
589;81752
590;81732
591;81722
592;81722
593;82031
594;82031
595;81764
596;81764
597;81764
598;81764
599;81992
600;81708
601;81731
602;81731
603;81731
604;81726
605;81709
606;81709
607;81709
608;81709
609;81709
610;81766
611;81711
612;81745
613;81745
614;81745
615;81745
616;81764
617;81731
618;81713
619;81744
620;81744
621;81744
622;81744
623;81744
624;81731
625;81746
626;81718
627;81691
628;81718
629;81718
630;81718
631;81746
632;81746
633;81752
634;81749
635;81746
636;81746
637;81746
638;81931
639;81723
640;82033
641;81749
642;81768
643;81752
644;81710
645;81768
646;81768
647;81768
648;81749
649;81720
650;81749
651;81720
652;81720
653;81749
654;81749
655;81749
656;80847
657;81721
658;80847
659;81752
660;81711
661;81711
662;81956
663;81956
664;81713
665;81697
666;81697
667;81727
668;81727
669;81727
670;81727
671;81727
672;81764
673;81727
674;81727
675;82070
676;81472
677;81472
678;81472
680;81472
681;81472
682;81472
684;81472
685;81472
686;81472
687;81472
690;81473
691;81473
693;81472
694;81472
695;81472
696;81472
