IDPasivo;Nombre_Institucion;CategoriaCargo_Nombre;Nombre_Pasivo;Apellidos_Pasivo;CodigoNacionalidadIso_Pasivo;DocumentoPaisIso_Pasivo;FechaInicio_Pasivo;FechaTermino_Pasivo;LinkAudienciaReunion_Pasivo;LinkViajes_Pasivo;LinkDonativos_Pasivo;CargoFuncion_Pasivo;IDORPortal_Institucion
34602;SUBSECRETARÍA DE RELACIONES EXTERIORES;Embajador ;James Sidney;Sinclair Manley;CHL;CHL;2014-11-27;;https://www.leylobby.gob.cl/instituciones/124/cargos-pasivos/745/audiencias;https://www.leylobby.gob.cl/instituciones/124/cargos-pasivos/745/viajes;https://www.leylobby.gob.cl/instituciones/124/cargos-pasivos/745/donativos;Embajador de Chile en Singapur;AC001
34623;EJÉRCITO DE CHILE;Encargado de adquisiciones en las Fuerzas Armadas y de Orden y Seguridad Pública;GUIDO ENZO;MONTINI GÓMEZ;CHL;CHL;2014-11-25;;https://www.leylobby.gob.cl/instituciones/130/cargos-pasivos/425/audiencias;https://www.leylobby.gob.cl/instituciones/130/cargos-pasivos/425/viajes;https://www.leylobby.gob.cl/instituciones/130/cargos-pasivos/425/donativos;Comandante de Industria Militar e Ingeniería;AD006
34626;EJÉRCITO DE CHILE;Encargado de adquisiciones en las Fuerzas Armadas y de Orden y Seguridad Pública;ÓSCAR EDUARDO;BUSTOS CARRASCO;CHL;CHL;2014-11-25;;https://www.leylobby.gob.cl/instituciones/130/cargos-pasivos/437/audiencias;https://www.leylobby.gob.cl/instituciones/130/cargos-pasivos/437/viajes;https://www.leylobby.gob.cl/instituciones/130/cargos-pasivos/437/donativos;Comandante de Salud del Ejército;AD006
34632;ARMADA DE CHILE;Encargado de adquisiciones en las Fuerzas Armadas y de Orden y Seguridad Pública;Humberto Arturo;Ramirez Navarro;CHL;CHL;2014-11-28;;https://www.leylobby.gob.cl/instituciones/131/cargos-pasivos/410/audiencias;https://www.leylobby.gob.cl/instituciones/131/cargos-pasivos/410/viajes;https://www.leylobby.gob.cl/instituciones/131/cargos-pasivos/410/donativos;Director General del Territorio Marítimo y de Marina Mercante;AD007
34652;ESTADO MAYOR CONJUNTO;Encargado de adquisiciones en las Fuerzas Armadas y de Orden y Seguridad Pública;René;Sánchez Díaz;CHL;CHL;2014-11-27;;https://www.leylobby.gob.cl/instituciones/374/cargos-pasivos/46/audiencias;https://www.leylobby.gob.cl/instituciones/374/cargos-pasivos/46/viajes;https://www.leylobby.gob.cl/instituciones/374/cargos-pasivos/46/donativos;Encargado de adquisiciones en las Fuerzas Armadas y de Orden y Seguridad Pública;AD023
34675;SUBSECRETARIA DE EVALUACIÓN SOCIAL;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886;Nicolás;Andrade Leyton;CHL;CHL;2014-10-28;2014-12-01;https://www.leylobby.gob.cl/instituciones/378/cargos-pasivos/229/audiencias;https://www.leylobby.gob.cl/instituciones/378/cargos-pasivos/229/viajes;https://www.leylobby.gob.cl/instituciones/378/cargos-pasivos/229/donativos;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19886;AI007
34676;SUBSECRETARIA DE EVALUACIÓN SOCIAL;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886;Javiera;Troncoso Melo;CHL;CHL;2014-10-29;2014-12-04;https://www.leylobby.gob.cl/instituciones/378/cargos-pasivos/232/audiencias;https://www.leylobby.gob.cl/instituciones/378/cargos-pasivos/232/viajes;https://www.leylobby.gob.cl/instituciones/378/cargos-pasivos/232/donativos;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19886;AI007
34677;SUBSECRETARIA DE EVALUACIÓN SOCIAL;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886;Teresa;Maffei Rojo;CHL;CHL;2014-10-29;2014-12-04;https://www.leylobby.gob.cl/instituciones/378/cargos-pasivos/237/audiencias;https://www.leylobby.gob.cl/instituciones/378/cargos-pasivos/237/viajes;https://www.leylobby.gob.cl/instituciones/378/cargos-pasivos/237/donativos;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19886;AI007
34678;SUBSECRETARIA DE EVALUACIÓN SOCIAL;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886;Rodrigo;Herrera Pinto;CHL;CHL;2014-10-29;2014-11-28;https://www.leylobby.gob.cl/instituciones/378/cargos-pasivos/240/audiencias;https://www.leylobby.gob.cl/instituciones/378/cargos-pasivos/240/viajes;https://www.leylobby.gob.cl/instituciones/378/cargos-pasivos/240/donativos;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19886;AI007
34679;SUBSECRETARIA DE EVALUACIÓN SOCIAL;Subsecretario;Heidi;Berner Herrera;CHL;CHL;2014-03-11;;https://www.leylobby.gob.cl/instituciones/378/cargos-pasivos/122/audiencias;https://www.leylobby.gob.cl/instituciones/378/cargos-pasivos/122/viajes;https://www.leylobby.gob.cl/instituciones/378/cargos-pasivos/122/donativos;Subsecretario(a);AI007
34680;SUBSECRETARIA DE EVALUACIÓN SOCIAL;Ministro;María Fernanda;Villegas Acevedo;CHL;CHL;2014-03-11;;https://www.leylobby.gob.cl/instituciones/378/cargos-pasivos/222/audiencias;https://www.leylobby.gob.cl/instituciones/378/cargos-pasivos/222/viajes;https://www.leylobby.gob.cl/instituciones/378/cargos-pasivos/222/donativos;Ministro(a);AI007
34681;SUBSECRETARIA DE EVALUACIÓN SOCIAL;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886;Rodrigo;Osses;CHL;CHL;2014-10-28;2014-12-01;https://www.leylobby.gob.cl/instituciones/378/cargos-pasivos/393/audiencias;https://www.leylobby.gob.cl/instituciones/378/cargos-pasivos/393/viajes;https://www.leylobby.gob.cl/instituciones/378/cargos-pasivos/393/donativos;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19886;AI007
34682;SUBSECRETARIA DE EVALUACIÓN SOCIAL;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886;Rodrigo;Oportus Hernández;CHL;CHL;2014-10-28;2014-12-01;https://www.leylobby.gob.cl/instituciones/378/cargos-pasivos/395/audiencias;https://www.leylobby.gob.cl/instituciones/378/cargos-pasivos/395/viajes;https://www.leylobby.gob.cl/instituciones/378/cargos-pasivos/395/donativos;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19886;AI007
34683;SUBSECRETARIA DE EVALUACIÓN SOCIAL;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886;Claudia;Nuñez Gamboa;CHL;CHL;2014-10-29;2014-12-04;https://www.leylobby.gob.cl/instituciones/378/cargos-pasivos/398/audiencias;https://www.leylobby.gob.cl/instituciones/378/cargos-pasivos/398/viajes;https://www.leylobby.gob.cl/instituciones/378/cargos-pasivos/398/donativos;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19886;AI007
34684;SUBSECRETARIA DE EVALUACIÓN SOCIAL;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886;Alejandra;Barrueto Alvarado;CHL;CHL;2014-10-29;2014-12-04;https://www.leylobby.gob.cl/instituciones/378/cargos-pasivos/399/audiencias;https://www.leylobby.gob.cl/instituciones/378/cargos-pasivos/399/viajes;https://www.leylobby.gob.cl/instituciones/378/cargos-pasivos/399/donativos;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19886;AI007
34685;SUBSECRETARIA DE EVALUACIÓN SOCIAL;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886;Patricio;Madrid Meneses;CHL;CHL;2014-10-30;2014-11-28;https://www.leylobby.gob.cl/instituciones/378/cargos-pasivos/401/audiencias;https://www.leylobby.gob.cl/instituciones/378/cargos-pasivos/401/viajes;https://www.leylobby.gob.cl/instituciones/378/cargos-pasivos/401/donativos;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19886;AI007
34686;SUBSECRETARIA DE EVALUACIÓN SOCIAL;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886;Javiera;Troncoso Melo;CHL;CHL;2014-10-29;2014-11-28;https://www.leylobby.gob.cl/instituciones/378/cargos-pasivos/441/audiencias;https://www.leylobby.gob.cl/instituciones/378/cargos-pasivos/441/viajes;https://www.leylobby.gob.cl/instituciones/378/cargos-pasivos/441/donativos;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19886;AI007
34687;SUBSECRETARIA DE EVALUACIÓN SOCIAL;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886;Francisca;Moreno Montealegre;CHL;CHL;2014-10-29;2014-12-04;https://www.leylobby.gob.cl/instituciones/378/cargos-pasivos/439/audiencias;https://www.leylobby.gob.cl/instituciones/378/cargos-pasivos/439/viajes;https://www.leylobby.gob.cl/instituciones/378/cargos-pasivos/439/donativos;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19886;AI007
34688;SUBSECRETARIA DE EVALUACIÓN SOCIAL;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886;Roxana ;Muñoz Marchan;CHL;CHL;2014-10-29;2014-11-28;https://www.leylobby.gob.cl/instituciones/378/cargos-pasivos/444/audiencias;https://www.leylobby.gob.cl/instituciones/378/cargos-pasivos/444/viajes;https://www.leylobby.gob.cl/instituciones/378/cargos-pasivos/444/donativos;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19886;AI007
34689;SUBSECRETARIA DE EVALUACIÓN SOCIAL;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886;Javiera;Troncoso Melo;CHL;CHL;2014-10-29;2014-12-04;https://www.leylobby.gob.cl/instituciones/378/cargos-pasivos/575/audiencias;https://www.leylobby.gob.cl/instituciones/378/cargos-pasivos/575/viajes;https://www.leylobby.gob.cl/instituciones/378/cargos-pasivos/575/donativos;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19886;AI007
34690;SUBSECRETARIA DE EVALUACIÓN SOCIAL;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886;Javiera;Vergara Núñez;CHL;CHL;2014-10-30;2014-11-24;https://www.leylobby.gob.cl/instituciones/378/cargos-pasivos/409/audiencias;https://www.leylobby.gob.cl/instituciones/378/cargos-pasivos/409/viajes;https://www.leylobby.gob.cl/instituciones/378/cargos-pasivos/409/donativos;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19886;AI007
34704;SUBSECRETARÍA DE PREVISIÓN SOCIAL;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886;Carolina;Barrera Soto;CHL;CHL;2014-11-12;2014-12-09;https://www.leylobby.gob.cl/instituciones/198/cargos-pasivos/593/audiencias;https://www.leylobby.gob.cl/instituciones/198/cargos-pasivos/593/viajes;https://www.leylobby.gob.cl/instituciones/198/cargos-pasivos/593/donativos;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19886;AL002
34705;SUBSECRETARÍA DE PREVISIÓN SOCIAL;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886;Carla;Miranda Soto;CHL;CHL;2014-11-17;2014-12-16;https://www.leylobby.gob.cl/instituciones/198/cargos-pasivos/656/audiencias;https://www.leylobby.gob.cl/instituciones/198/cargos-pasivos/656/viajes;https://www.leylobby.gob.cl/instituciones/198/cargos-pasivos/656/donativos;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19886;AL002
34706;SUBSECRETARÍA DE PREVISIÓN SOCIAL;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886;Tomás;Zenteno Rivero;CHL;CHL;2014-11-18;2014-12-12;https://www.leylobby.gob.cl/instituciones/198/cargos-pasivos/658/audiencias;https://www.leylobby.gob.cl/instituciones/198/cargos-pasivos/658/viajes;https://www.leylobby.gob.cl/instituciones/198/cargos-pasivos/658/donativos;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19886;AL002
34707;SUBSECRETARÍA DE PREVISIÓN SOCIAL;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886;Patricio;Zenteno Vine;CHL;CHL;2014-11-18;2014-12-12;https://www.leylobby.gob.cl/instituciones/198/cargos-pasivos/660/audiencias;https://www.leylobby.gob.cl/instituciones/198/cargos-pasivos/660/viajes;https://www.leylobby.gob.cl/instituciones/198/cargos-pasivos/660/donativos;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19886;AL002
34708;SUBSECRETARÍA DE PREVISIÓN SOCIAL;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886;Lidea;Lueiza Riquelme;CHL;CHL;2014-11-18;2014-12-12;https://www.leylobby.gob.cl/instituciones/198/cargos-pasivos/661/audiencias;https://www.leylobby.gob.cl/instituciones/198/cargos-pasivos/661/viajes;https://www.leylobby.gob.cl/instituciones/198/cargos-pasivos/661/donativos;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19886;AL002
34709;SUBSECRETARÍA DE PREVISIÓN SOCIAL;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886;Domingo;Claps Arenas;CHL;CHL;2014-11-24;2014-12-19;https://www.leylobby.gob.cl/instituciones/198/cargos-pasivos/662/audiencias;https://www.leylobby.gob.cl/instituciones/198/cargos-pasivos/662/viajes;https://www.leylobby.gob.cl/instituciones/198/cargos-pasivos/662/donativos;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19886;AL002
34710;SUBSECRETARÍA DE PREVISIÓN SOCIAL;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886;Margarita;Miranda Erazo;CHL;CHL;2014-11-24;2014-12-19;https://www.leylobby.gob.cl/instituciones/198/cargos-pasivos/663/audiencias;https://www.leylobby.gob.cl/instituciones/198/cargos-pasivos/663/viajes;https://www.leylobby.gob.cl/instituciones/198/cargos-pasivos/663/donativos;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19886;AL002
34711;SUBSECRETARÍA DE PREVISIÓN SOCIAL;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886;Magaly;Parada Aguayo;CHL;CHL;2014-11-24;2014-12-19;https://www.leylobby.gob.cl/instituciones/198/cargos-pasivos/664/audiencias;https://www.leylobby.gob.cl/instituciones/198/cargos-pasivos/664/viajes;https://www.leylobby.gob.cl/instituciones/198/cargos-pasivos/664/donativos;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19886;AL002
34712;SUBSECRETARÍA DE PREVISIÓN SOCIAL;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886;Carla;Miranda Soto;CHL;CHL;2014-11-28;2014-12-09;https://www.leylobby.gob.cl/instituciones/198/cargos-pasivos/666/audiencias;https://www.leylobby.gob.cl/instituciones/198/cargos-pasivos/666/viajes;https://www.leylobby.gob.cl/instituciones/198/cargos-pasivos/666/donativos;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19886;AL002
34713;SUBSECRETARÍA DE PREVISIÓN SOCIAL;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886;Lidea;Lueiza Riquelme;CHL;CHL;2014-11-28;2014-12-09;https://www.leylobby.gob.cl/instituciones/198/cargos-pasivos/667/audiencias;https://www.leylobby.gob.cl/instituciones/198/cargos-pasivos/667/viajes;https://www.leylobby.gob.cl/instituciones/198/cargos-pasivos/667/donativos;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19886;AL002
34714;SUBSECRETARÍA DE PREVISIÓN SOCIAL;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886;Margarita;Miranda Erazo;CHL;CHL;2014-11-28;2014-12-09;https://www.leylobby.gob.cl/instituciones/198/cargos-pasivos/668/audiencias;https://www.leylobby.gob.cl/instituciones/198/cargos-pasivos/668/viajes;https://www.leylobby.gob.cl/instituciones/198/cargos-pasivos/668/donativos;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19886;AL002
34715;SUBSECRETARÍA DE PREVISIÓN SOCIAL;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886;Jannette ;Aguilar Pausen;CHL;CHL;2014-11-12;2014-12-09;https://www.leylobby.gob.cl/instituciones/198/cargos-pasivos/651/audiencias;https://www.leylobby.gob.cl/instituciones/198/cargos-pasivos/651/viajes;https://www.leylobby.gob.cl/instituciones/198/cargos-pasivos/651/donativos;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19886;AL002
34716;SUBSECRETARÍA DE PREVISIÓN SOCIAL;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886;Lidea;Lueiza Riquelme;CHL;CHL;2014-11-12;2014-12-09;https://www.leylobby.gob.cl/instituciones/198/cargos-pasivos/652/audiencias;https://www.leylobby.gob.cl/instituciones/198/cargos-pasivos/652/viajes;https://www.leylobby.gob.cl/instituciones/198/cargos-pasivos/652/donativos;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19886;AL002
34717;SUBSECRETARÍA DE PREVISIÓN SOCIAL;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886;Enrique;Pérez Mendoza ;CHL;CHL;2014-11-17;2014-12-16;https://www.leylobby.gob.cl/instituciones/198/cargos-pasivos/653/audiencias;https://www.leylobby.gob.cl/instituciones/198/cargos-pasivos/653/viajes;https://www.leylobby.gob.cl/instituciones/198/cargos-pasivos/653/donativos;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19886;AL002
34718;SUBSECRETARÍA DE PREVISIÓN SOCIAL;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886;Magaly;Parada Aguayo;CHL;CHL;2014-11-17;2014-12-16;https://www.leylobby.gob.cl/instituciones/198/cargos-pasivos/654/audiencias;https://www.leylobby.gob.cl/instituciones/198/cargos-pasivos/654/viajes;https://www.leylobby.gob.cl/instituciones/198/cargos-pasivos/654/donativos;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19886;AL002
34731;SUBSECRETARÍA DE SALUD PÚBLICA ;Otro;Lorna Alicia;Gonzalez Gonzalez;CHL;CHL;2014-03-11;;https://www.leylobby.gob.cl/instituciones/221/cargos-pasivos/776/audiencias;https://www.leylobby.gob.cl/instituciones/221/cargos-pasivos/776/viajes;https://www.leylobby.gob.cl/instituciones/221/cargos-pasivos/776/donativos;Secretaria Jefe de Gabinete Ministra de Salud;AO001
34864;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;Director Corporación Administrativa del Poder Judicial;ANTONIO;LARRAIN FERNANDEZ;CHL;CHL;2014-11-28;;https://www.leylobby.gob.cl/instituciones/396/cargos-pasivos/649/audiencias;https://www.leylobby.gob.cl/instituciones/396/cargos-pasivos/649/viajes;https://www.leylobby.gob.cl/instituciones/396/cargos-pasivos/649/donativos;Director Corporación Administrativa del Poder Judicial;NR001
34973;BANCO CENTRAL;Presidente Banco Central;Rodrigo;Vergara Montes;CHL;CHL;2014-11-29;;http://www.bcentral.cl/transparencia/lobby.htm;http://www.bcentral.cl/transparencia/lobby.htm;http://www.bcentral.cl/transparencia/lobby.htm;Presidente Banco Central;NR003
34974;BANCO CENTRAL;Vicepresidente Banco Central;Enrique;Marshall Rivera;CHL;CHL;2014-11-29;;http://www.bcentral.cl/transparencia/lobby.htm;http://www.bcentral.cl/transparencia/lobby.htm;http://www.bcentral.cl/transparencia/lobby.htm;Vicepresidente Banco Central;NR003
34975;BANCO CENTRAL;Consejero Banco Central;Sebastián ;Claro Edwards;CHL;CHL;2014-11-29;;http://www.bcentral.cl/transparencia/lobby.htm;http://www.bcentral.cl/transparencia/lobby.htm;http://www.bcentral.cl/transparencia/lobby.htm;Consejero Banco Central;NR003
34977;BANCO CENTRAL;Consejero Banco Central;Pablo;García Silva;CHL;CHL;2014-11-29;;http://www.bcentral.cl/transparencia/lobby.htm;http://www.bcentral.cl/transparencia/lobby.htm;http://www.bcentral.cl/transparencia/lobby.htm;Consejero Banco Central;NR003
34978;INSTITUTO NACIONAL DE DERECHOS HUMANOS;Consejero del Instituto Nacional de Derechos Humanos;Lorena;Fries Monleón;CHL;CHL;2014-11-29;;http://www.indh.cl/transparencia/registro-de-agendas-publicas/;http://www.indh.cl/transparencia/registro-de-agendas-publicas/;http://www.indh.cl/transparencia/registro-de-agendas-publicas/;Consejera del Instituto Nacional de Derechos Humanos (Directora);CO001
34979;INSTITUTO NACIONAL DE DERECHOS HUMANOS;Consejero del Instituto Nacional de Derechos Humanos;Miguel Luis;Amunátegui Monckeberg;CHL;CHL;2014-11-29;;http://www.indh.cl/transparencia/registro-de-agendas-publicas/;http://www.indh.cl/transparencia/registro-de-agendas-publicas/;http://www.indh.cl/transparencia/registro-de-agendas-publicas/;Consejero del Instituto Nacional de Derechos Humanos;CO001
34980;INSTITUTO NACIONAL DE DERECHOS HUMANOS;Consejero del Instituto Nacional de Derechos Humanos;José Antonio;Aylwin Oyarzún;CHL;CHL;2014-11-29;;http://www.indh.cl/transparencia/registro-de-agendas-publicas/;http://www.indh.cl/transparencia/registro-de-agendas-publicas/;http://www.indh.cl/transparencia/registro-de-agendas-publicas/;Consejero del Instituto Nacional de Derechos Humanos;CO001
34981;INSTITUTO NACIONAL DE DERECHOS HUMANOS;Consejero del Instituto Nacional de Derechos Humanos;Carolina;Carrera Ferrer;CHL;CHL;2014-11-29;;http://www.indh.cl/transparencia/registro-de-agendas-publicas/;http://www.indh.cl/transparencia/registro-de-agendas-publicas/;http://www.indh.cl/transparencia/registro-de-agendas-publicas/;Consejera del Instituto Nacional de Derechos Humanos;CO001
34982;INSTITUTO NACIONAL DE DERECHOS HUMANOS;Consejero del Instituto Nacional de Derechos Humanos;María Consuelo;Contreras Largo;CHL;CHL;2014-11-29;;http://www.indh.cl/transparencia/registro-de-agendas-publicas/;http://www.indh.cl/transparencia/registro-de-agendas-publicas/;http://www.indh.cl/transparencia/registro-de-agendas-publicas/;Consejera del Instituto Nacional de Derechos Humanos;CO001
34983;INSTITUTO NACIONAL DE DERECHOS HUMANOS;Consejero del Instituto Nacional de Derechos Humanos;Sebastián;Donoso Rodríguez;CHL;CHL;2014-11-29;;http://www.indh.cl/transparencia/registro-de-agendas-publicas/;http://www.indh.cl/transparencia/registro-de-agendas-publicas/;http://www.indh.cl/transparencia/registro-de-agendas-publicas/;Consejero del Instituto Nacional de Derechos Humanos;CO001
34984;INSTITUTO NACIONAL DE DERECHOS HUMANOS;Consejero del Instituto Nacional de Derechos Humanos;Carlos;Frontaura Rivera;CHL;CHL;2014-11-29;;http://www.indh.cl/transparencia/registro-de-agendas-publicas/;http://www.indh.cl/transparencia/registro-de-agendas-publicas/;http://www.indh.cl/transparencia/registro-de-agendas-publicas/;Consejero del Instituto Nacional de Derechos Humanos;CO001
34985;INSTITUTO NACIONAL DE DERECHOS HUMANOS;Consejero del Instituto Nacional de Derechos Humanos;Roberto ;Garretón Merino;CHL;CHL;2014-11-29;;http://www.indh.cl/transparencia/registro-de-agendas-publicas/;http://www.indh.cl/transparencia/registro-de-agendas-publicas/;http://www.indh.cl/transparencia/registro-de-agendas-publicas/;Consejero del Instituto Nacional de Derechos Humanos;CO001
34986;INSTITUTO NACIONAL DE DERECHOS HUMANOS;Consejero del Instituto Nacional de Derechos Humanos;Claudio ;González Urbina;CHL;CHL;2014-11-29;;http://www.indh.cl/transparencia/registro-de-agendas-publicas/;http://www.indh.cl/transparencia/registro-de-agendas-publicas/;http://www.indh.cl/transparencia/registro-de-agendas-publicas/;Consejero del Instituto Nacional de Derechos Humanos;CO001
34987;INSTITUTO NACIONAL DE DERECHOS HUMANOS;Consejero del Instituto Nacional de Derechos Humanos;Sergio;Micco Aguayo;CHL;CHL;2014-11-29;;http://www.indh.cl/transparencia/registro-de-agendas-publicas/;http://www.indh.cl/transparencia/registro-de-agendas-publicas/;http://www.indh.cl/transparencia/registro-de-agendas-publicas/;Consejero del Instituto Nacional de Derechos Humanos;CO001
34988;INSTITUTO NACIONAL DE DERECHOS HUMANOS;Consejero del Instituto Nacional de Derechos Humanos;Manuel ;Núñez Poblete;CHL;CHL;2014-11-29;;http://www.indh.cl/transparencia/registro-de-agendas-publicas/;http://www.indh.cl/transparencia/registro-de-agendas-publicas/;http://www.indh.cl/transparencia/registro-de-agendas-publicas/;Consejero del Instituto Nacional de Derechos Humanos;CO001
34990;MINISTERIO PUBLICO;Fiscal Nacional del Ministerio Público;SABAS IVAN;CHAHUAN  SARRAS;CHL;CHL;2014-11-28;2015-11-30;http://www.fiscaliadechile.cl/transparencia/lobby/reuniones.htm;http://www.fiscaliadechile.cl/transparencia/lobby/viajes.htm;http://www.fiscaliadechile.cl/transparencia/lobby/donaciones.htm;FISCAL NACIONAL DEL MINISTERIO PUBLICO;NR008
34991;MINISTERIO PUBLICO;Fiscal Regional del Ministerio Público;MANUEL ANTONIO;GUERRA  FUENZALIDA;CHL;CHL;2014-11-28;2018-12-20;http://www.fiscaliadechile.cl/transparencia/lobby/reuniones.htm;http://www.fiscaliadechile.cl/transparencia/lobby/viajes.htm;http://www.fiscaliadechile.cl/transparencia/lobby/donaciones.htm;FISCAL REGIONAL I REGION;NR008
34992;MINISTERIO PUBLICO;Fiscal Regional del Ministerio Público;CRISTIAN FERNANDO;AGUILAR  ARANELA;CHL;CHL;2014-11-28;2015-10-10;http://www.fiscaliadechile.cl/transparencia/lobby/reuniones.htm;http://www.fiscaliadechile.cl/transparencia/lobby/viajes.htm;http://www.fiscaliadechile.cl/transparencia/lobby/donaciones.htm;FISCAL REGIONAL II REGION;NR008
34993;MINISTERIO PUBLICO;Fiscal Regional del Ministerio Público;HECTOR ALBERTO;MELLA  FARIAS;CHL;CHL;2014-11-28;2016-12-04;http://www.fiscaliadechile.cl/transparencia/lobby/reuniones.htm;http://www.fiscaliadechile.cl/transparencia/lobby/viajes.htm;http://www.fiscaliadechile.cl/transparencia/lobby/donaciones.htm;FISCAL REGIONAL III REGION;NR008
34994;MINISTERIO PUBLICO;Fiscal Regional del Ministerio Público;ENRIQUE ALFONSO;LABARCA  CORTES;CHL;CHL;2014-11-28;2016-02-04;http://www.fiscaliadechile.cl/transparencia/lobby/reuniones.htm;http://www.fiscaliadechile.cl/transparencia/lobby/viajes.htm;http://www.fiscaliadechile.cl/transparencia/lobby/donaciones.htm;FISCAL REGIONAL IV REGION;NR008
34995;MINISTERIO PUBLICO;Fiscal Regional del Ministerio Público;PABLO ANDRES;GOMEZ  NIADA;CHL;CHL;2014-11-28;2018-12-28;http://www.fiscaliadechile.cl/transparencia/lobby/reuniones.htm;http://www.fiscaliadechile.cl/transparencia/lobby/viajes.htm;http://www.fiscaliadechile.cl/transparencia/lobby/donaciones.htm;FISCAL REGIONAL V REGION;NR008
34996;MINISTERIO PUBLICO;Fiscal Regional del Ministerio Público; LUIS HUMBERTO;TOLEDO  RIOS;CHL;CHL;2014-11-28;2018-08-01;http://www.fiscaliadechile.cl/transparencia/lobby/reuniones.htm;http://www.fiscaliadechile.cl/transparencia/lobby/viajes.htm;http://www.fiscaliadechile.cl/transparencia/lobby/donaciones.htm;FISCAL REGIONAL VI REGION;NR008
34997;MINISTERIO PUBLICO;Fiscal Regional del Ministerio Público;GUILLERMO MAURICIO;RICHARDS  HORMAZABAL;CHL;CHL;2014-11-28;2019-01-27;http://www.fiscaliadechile.cl/transparencia/lobby/reuniones.htm;http://www.fiscaliadechile.cl/transparencia/lobby/viajes.htm;http://www.fiscaliadechile.cl/transparencia/lobby/donaciones.htm;FISCAL REGIONAL VII REGION;NR008
34998;MINISTERIO PUBLICO;Fiscal Regional del Ministerio Público; JULIO RAUL;CONTARDO  ESCOBAR;CHL;CHL;2014-11-28;2018-08-01;http://www.fiscaliadechile.cl/transparencia/lobby/reuniones.htm;http://www.fiscaliadechile.cl/transparencia/lobby/viajes.htm;http://www.fiscaliadechile.cl/transparencia/lobby/donaciones.htm;FISCAL REGIONAL VIII REGION;NR008
