IDPasivo;Nombre_Institucion;CategoriaCargo_Nombre;Nombre_Pasivo;Apellidos_Pasivo;CodigoNacionalidadIso_Pasivo;DocumentoPaisIso_Pasivo;FechaInicio_Pasivo;FechaTermino_Pasivo;LinkAudienciaReunion_Pasivo;LinkViajes_Pasivo;LinkDonativos_Pasivo;CargoFuncion_Pasivo;IDORPortal_Institucion
81833;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;Otro;Raúl ;Mera Muñoz;CHL;CHL;2014-11-28;;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/523/audiencias;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/523/viajes;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/523/donativos;Consejero Consejo Coordinación Zonal de Rancagua;NR001
81834;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;Otro;Fernando ;Carreño Ortega;CHL;CHL;2014-11-28;;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/524/audiencias;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/524/viajes;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/524/donativos;Consejero Consejo Coordinación Zonal de Rancagua;NR001
81835;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;Otro;Gladys ;Medina Montecinos;CHL;CHL;2014-11-28;;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/525/audiencias;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/525/viajes;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/525/donativos;Consejera Consejo Coordinación Zonal de Rancagua;NR001
81836;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;Otro;Michel ;González Carvajal;CHL;CHL;2014-11-28;;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/526/audiencias;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/526/viajes;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/526/donativos;Consejero Consejo Coordinación Zonal de Rancagua;NR001
81837;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;Otro;Marcelo ;Vásquez Fernández;CHL;CHL;2014-11-28;;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/527/audiencias;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/527/viajes;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/527/donativos;Consejero Consejo Coordinación Zonal de Rancagua;NR001
81838;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;Otro;NANCY ;VILLARREAL VILLALOBOS;CHL;CHL;2014-11-28;;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/528/audiencias;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/528/viajes;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/528/donativos;Consejera Consejo Coordinación Zonal de Rancagua;NR001
81839;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;Otro;Sergio ;Smith Tardel;CHL;CHL;2014-11-28;;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/529/audiencias;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/529/viajes;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/529/donativos;Consejero Consejo Coordinación Zonal de Rancagua;NR001
81840;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;Otro;Juan ;Gómez Serrano;CHL;CHL;2014-11-28;;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/530/audiencias;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/530/viajes;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/530/donativos;Consejero Consejo Coordinación Zonal de Rancagua;NR001
81841;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;Otro;Paulo ;Troncoso Pávez;CHL;CHL;2014-11-28;;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/531/audiencias;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/531/viajes;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/531/donativos;Consejero Consejo Coordinación Zonal de Rancagua;NR001
81842;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;Otro;IVONNE;ITURRA BRITO;CHL;CHL;2014-11-28;;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/532/audiencias;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/532/viajes;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/532/donativos;Consejera Consejo Coordinación Zonal de Rancagua;NR001
81843;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;Otro;ÓSCAR;SEURA ROJAS;CHL;CHL;2014-11-28;;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/533/audiencias;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/533/viajes;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/533/donativos;Consejero Consejo Coordinación Zonal de Rancagua;NR001
81844;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;Otro;GWENDOLINE;SEPÚLVEDA FLORES;CHL;CHL;2014-11-28;;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/534/audiencias;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/534/viajes;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/534/donativos;Consejero Consejo Coordinación Zonal de Rancagua;NR001
81845;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;Otro;RODRIGO;BIEL MELGAREJO;CHL;CHL;2014-11-28;;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/535/audiencias;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/535/viajes;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/535/donativos;Consejero Consejo Coordinación Zonal de Talca;NR001
81846;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;Otro;VICTOR;ESTENGER LARENAS;CHL;CHL;2014-11-28;;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/536/audiencias;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/536/viajes;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/536/donativos;Consejero Consejo Coordinación Zonal de Talca;NR001
81847;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;Otro;JAIME;CRUCES NEIRA;CHL;CHL;2014-11-28;;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/537/audiencias;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/537/viajes;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/537/donativos;Consejero Consejo Coordinación Zonal de Talca;NR001
81848;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;Otro;RICARDO;RIQUELME;CHL;CHL;2014-11-28;;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/538/audiencias;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/538/viajes;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/538/donativos;Consejero Consejo Coordinación Zonal de Talca;NR001
81849;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;Otro;ANDREA;SUAZO;CHL;CHL;2014-11-28;;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/540/audiencias;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/540/viajes;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/540/donativos;Consejera Consejo Coordinación Zonal de Talca;NR001
81850;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;Otro;ROBERT;QUILHOT INOSTROZA;CHL;CHL;2014-11-28;;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/542/audiencias;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/542/viajes;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/542/donativos;Consejero Consejo Coordinación Zonal de Talca;NR001
81851;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;Otro;JULIO;CÓRDOBA ROSSON;CHL;CHL;2014-11-28;;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/543/audiencias;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/543/viajes;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/543/donativos;Consejero Consejo Coordinación Zonal de Talca;NR001
81852;FUERZA AÉREA DE CHILE;Encargado de adquisiciones en las Fuerzas Armadas y de Orden y Seguridad Pública;Álvaro;Aguirre Warden;CHL;CHL;2014-11-28;;https://www.leylobby.gob.cl/instituciones/AD008/cargos-pasivos/544/audiencias;https://www.leylobby.gob.cl/instituciones/AD008/cargos-pasivos/544/viajes;https://www.leylobby.gob.cl/instituciones/AD008/cargos-pasivos/544/donativos;Comandante del Comando Logístico;AD008
81853;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;Otro;GIULIANO;CANDIA LEAL;CHL;CHL;2014-11-28;;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/545/audiencias;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/545/viajes;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/545/donativos;Consejero Consejo Coordinación Zonal de Talca;NR001
81854;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;Otro;CARLOS;FIGUEROA RICHARDS;CHL;CHL;2014-11-28;;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/546/audiencias;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/546/viajes;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/546/donativos;Consejero Consejo Coordinación Zonal de Talca;NR001
81855;FUERZA AÉREA DE CHILE;Encargado de adquisiciones en las Fuerzas Armadas y de Orden y Seguridad Pública;Javier ;Del Río Valdovinos;CHL;CHL;2014-11-28;;https://www.leylobby.gob.cl/instituciones/AD008/cargos-pasivos/547/audiencias;https://www.leylobby.gob.cl/instituciones/AD008/cargos-pasivos/547/viajes;https://www.leylobby.gob.cl/instituciones/AD008/cargos-pasivos/547/donativos;Director General del Hospital Clínico Institucional;AD008
81856;FUERZA AÉREA DE CHILE;Encargado de adquisiciones en las Fuerzas Armadas y de Orden y Seguridad Pública;Rodrigo;Alarcón Novas;CHL;CHL;2014-11-28;;https://www.leylobby.gob.cl/instituciones/AD008/cargos-pasivos/548/audiencias;https://www.leylobby.gob.cl/instituciones/AD008/cargos-pasivos/548/viajes;https://www.leylobby.gob.cl/instituciones/AD008/cargos-pasivos/548/donativos;Jefe de la División de Bienestar Social;AD008
81857;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;Otro;LEDA;MORALES CEBALLOS;CHL;CHL;2014-11-28;;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/549/audiencias;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/549/viajes;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/549/donativos;Consejera Consejo Coordinación Zonal de Talca;NR001
81858;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;Otro;JUAN;VALLEJOS HERNÁNDEZ;CHL;CHL;2014-11-28;;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/550/audiencias;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/550/viajes;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/550/donativos;Consejero Consejo Coordinación Zonal de Talca;NR001
81859;FUERZA AÉREA DE CHILE;Encargado de adquisiciones en las Fuerzas Armadas y de Orden y Seguridad Pública;José;Solís Voisin;CHL;CHL;2014-11-28;2014-12-15;https://www.leylobby.gob.cl/instituciones/AD008/cargos-pasivos/551/audiencias;https://www.leylobby.gob.cl/instituciones/AD008/cargos-pasivos/551/viajes;https://www.leylobby.gob.cl/instituciones/AD008/cargos-pasivos/551/donativos;Jefe de la División de Infraestructura del Comando Logístico, Suplente;AD008
81860;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;Otro;MARCELO;CERPA LOPEZ;CHL;CHL;2014-11-28;;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/552/audiencias;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/552/viajes;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/552/donativos;Consejero Consejo Coordinación Zonal de Talca;NR001
81861;FUERZA AÉREA DE CHILE;Encargado de adquisiciones en las Fuerzas Armadas y de Orden y Seguridad Pública;Víctor;Cerda Ramírez;CHL;CHL;2014-11-28;;https://www.leylobby.gob.cl/instituciones/AD008/cargos-pasivos/553/audiencias;https://www.leylobby.gob.cl/instituciones/AD008/cargos-pasivos/553/viajes;https://www.leylobby.gob.cl/instituciones/AD008/cargos-pasivos/553/donativos;Jefe del Servicio Aerofotogramétrico de la Fuerza Aérea de Chile;AD008
81862;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;Otro;Dario;Silva Gundelach;CHL;CHL;2014-11-28;;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/554/audiencias;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/554/viajes;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/554/donativos;Consejero Consejo Coordinación Zonal de Chillán;NR001
81863;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;Otro;Claudio;Arias Córdova;CHL;CHL;2014-11-28;;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/555/audiencias;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/555/viajes;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/555/donativos;Consejero Consejo Coordinación Zonal de Chillán;NR001
81864;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;Otro;Guillermo;Heinrich Ebensperger;CHL;CHL;2014-11-28;;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/556/audiencias;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/556/viajes;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/556/donativos;Consejero Consejo Coordinación Zonal de Chillán;NR001
81865;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;Otro;Debora;Riquelme Contreras;CHL;CHL;2014-11-28;;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/557/audiencias;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/557/viajes;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/557/donativos;Consejero Consejo Coordinación Zonal de Chillán;NR001
81866;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;Otro;Manuel ;Vilches Meza;CHL;CHL;2014-11-28;;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/558/audiencias;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/558/viajes;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/558/donativos;Consejero Consejo Coordinación Zonal de Chillán;NR001
81867;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;Otro;Edgardo;Pinto Solis;CHL;CHL;2014-11-28;;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/559/audiencias;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/559/viajes;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/559/donativos;Consejero Consejo Coordinación Zonal de Chillán;NR001
81868;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;Otro;RODRIGO;JAUREGUIBERRY PEREIRA;CHL;CHL;2014-11-28;;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/560/audiencias;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/560/viajes;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/560/donativos;Consejero Consejo Coordinación Zonal de Chillán;NR001
81869;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;Otro;Felipe;Catalán Vilchez;CHL;CHL;2014-11-28;;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/561/audiencias;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/561/viajes;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/561/donativos;Consejero Consejo Coordinación Zonal de Chillán;NR001
81870;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;Otro;Carlos;Rojas Cristi;CHL;CHL;2014-11-28;;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/562/audiencias;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/562/viajes;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/562/donativos;Consejero Consejo Coordinación Zonal de Chillán;NR001
81871;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;Otro;Patricia;Mora Castro;CHL;CHL;2014-11-28;;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/564/audiencias;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/564/viajes;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/564/donativos;Consejera Consejo Coordinación Zonal de Chillán;NR001
81872;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;Otro;Jorge;Cruzat Contardo;CHL;CHL;2014-11-28;;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/565/audiencias;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/565/viajes;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/565/donativos;Consejero Consejo Coordinación Zonal de Chillán;NR001
81873;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;Otro;Lientur ;Brevis Apablaza;CHL;CHL;2014-11-28;;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/566/audiencias;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/566/viajes;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/566/donativos;Consejero Consejo Coordinación Zonal de Chillán;NR001
81874;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;Otro;JAIME;SOLIS PINO;CHL;CHL;2014-11-28;;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/567/audiencias;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/567/viajes;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/567/donativos;Consejero Consejo Coordinación Zonal de Concepción;NR001
81875;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;Otro;CARLOS;ALDANA FUENTES;CHL;CHL;2014-11-28;;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/568/audiencias;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/568/viajes;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/568/donativos;Consejero Consejo Coordinación Zonal de Concepción;NR001
81876;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;Otro;ANTONIA;GODOY MEDICA;CHL;CHL;2014-11-28;;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/569/audiencias;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/569/viajes;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/569/donativos;Consejero Consejo Coordinación Zonal de Concepción;NR001
81877;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;Otro;ANA MARIA;SAUTEREL JOUANNET;CHL;CHL;2014-11-28;;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/570/audiencias;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/570/viajes;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/570/donativos;Consejero Consejo Coordinación Zonal de Concepción;NR001
81878;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;Otro;JOSE GABRIEL;HERNANDEZ SILVA;CHL;CHL;2014-11-28;;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/571/audiencias;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/571/viajes;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/571/donativos;Consejero Consejo Coordinación Zonal de Concepción;NR001
81879;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;Otro;EDUARDO ;BROWN TOLEDO;CHL;CHL;2014-11-28;;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/572/audiencias;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/572/viajes;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/572/donativos;Consejero Consejo Coordinación Zonal de Concepción;NR001
81880;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;Otro;WERNER ;ARELLANO BUSTOS;CHL;CHL;2014-11-28;;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/573/audiencias;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/573/viajes;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/573/donativos;Consejero Consejo Coordinación Zonal de Concepción;NR001
81881;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;Otro;IRMA YANETT;VASQUEZ NEIRA;CHL;CHL;2014-11-28;;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/574/audiencias;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/574/viajes;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/574/donativos;Consejera Consejo Coordinación Zonal de Concepción;NR001
81882;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;Otro;ENRIQUE;ECHEGARAY MORALES;CHL;CHL;2014-11-28;;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/576/audiencias;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/576/viajes;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/576/donativos;Consejero Consejo Coordinación Zonal de Concepción;NR001
81883;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;Otro;ALEJANDRO;VERA QUILODRAN;CHL;CHL;2014-11-28;;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/578/audiencias;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/578/viajes;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/578/donativos;Consejero Consejo Coordinación Zonal de Temuco;NR001
81884;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;Otro;ADRIANA;ARAVENA LOPEZ;CHL;CHL;2014-11-28;;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/579/audiencias;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/579/viajes;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/579/donativos;Consejera Consejo Coordinación Zonal de Temuco;NR001
81885;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;Otro;CLAUDIO;CAMPOS CARRASCO;CHL;CHL;2014-11-28;;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/580/audiencias;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/580/viajes;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/580/donativos;Consejero Consejo Coordinación Zonal de Temuco;NR001
81886;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;Otro;SERGIO;LABARCA CAMPOS;CHL;CHL;2014-11-28;;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/581/audiencias;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/581/viajes;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/581/donativos;Consejero Consejo Coordinación Zonal de Temuco;NR001
81887;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;Otro;JUAN;MERINO ROMERO;CHL;CHL;2014-11-28;;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/582/audiencias;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/582/viajes;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/582/donativos;Consejero Consejo Coordinación Zonal de Temuco;NR001
81888;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;Otro;MAGDALENA;SALAZAR VALLEJOS;CHL;CHL;2014-11-28;;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/583/audiencias;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/583/viajes;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/583/donativos;Consejera Consejo Coordinación Zonal de Temuco;NR001
81889;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;Otro;LORETO;CODDOU BRAGA;CHL;CHL;2014-11-28;;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/585/audiencias;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/585/viajes;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/585/donativos;Consejera Consejo Coordinación Zonal de Valdivia;NR001
81890;CONSEJO DE DEFENSA DEL ESTADO (CDE);Consejero del Consejo de Defensa del Estado;DANIEL GONZALO;MARTORELL CORREA ;CHL;CHL;2014-11-28;;https://www.leylobby.gob.cl/instituciones/AX001/cargos-pasivos/586/audiencias;https://www.leylobby.gob.cl/instituciones/AX001/cargos-pasivos/586/viajes;https://www.leylobby.gob.cl/instituciones/AX001/cargos-pasivos/586/donativos;Consejero;AX001
81891;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;Otro;DARIO;CARRETTA NAVEA;CHL;CHL;2014-11-28;;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/587/audiencias;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/587/viajes;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/587/donativos;Consejero Consejo Coordinación Zonal de Valdivia;NR001
81892;CONSEJO DE DEFENSA DEL ESTADO (CDE);Consejero del Consejo de Defensa del Estado;CLARA LEONOR;SZCZARANSKI CERDA ;CHL;CHL;2014-11-28;;https://www.leylobby.gob.cl/instituciones/AX001/cargos-pasivos/588/audiencias;https://www.leylobby.gob.cl/instituciones/AX001/cargos-pasivos/588/viajes;https://www.leylobby.gob.cl/instituciones/AX001/cargos-pasivos/588/donativos;Consejero;AX001
81893;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;Otro;GERMÁN;OLMEDO DONOSO;CHL;CHL;2014-11-28;;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/589/audiencias;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/589/viajes;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/589/donativos;Consejero Consejo Coordinación Zonal de Valdivia;NR001
81894;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;Otro;JOSE ;HERNANDEZ BUENO;CHL;CHL;2014-11-28;;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/590/audiencias;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/590/viajes;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/590/donativos;Consejero Consejo Coordinación Zonal de Valdivia;NR001
