FechaInicio_Viaje;FechaTermino_Viaje;Destino_Viaje;CostoTotal_Viaje;Monto_DesgloseViaje;OtroTipo_DesgloseViaje;Nombre_TipoDesglose;Nombre_FinancistaViaje;Apellidos_FinancistaViaje;Nombre_FinancistaViajeEntidad;IDPasivo;IDViaje_CodigoViaje;Nombre_Objeto;Otro_ObjetoViaje;Nombre_Institucion;IDORPortal_Institucion
2014-12-30;2014-12-30;PUERTO MONTT;0;0;;Alimentación;;;0;81711;225;Visitas técnicas;ACOMPAÑA A S.E. LA PRESIDENTA DE LA REPÚBLICA EN SU VISITA A LA CIUDAD DE PUERTO MONTT;SUBSECRETARÍA DE ECONOMÍA;AH001
2014-11-28;2014-11-28;VALPARAISO;0;0;;Alimentación;;;MINISTERIO DE EDUCACION;81696;184;Celebraciones, conmemoraciones e inauguraciones,;VIAJA A VALPARAISO A  LA INAUGURACIÓN DE LA NUEVA MUESTRA PERMANENTE DEL MUSEO HISTÓRICO NACIONAL DE VALPARAISO.;SUBSECRETARÍA DE EDUCACIÓN;AJ001
2014-12-17;2014-12-17;VI REGIÓN, COMUNA OLIVAR;0;0;;Alimentación;;;PRESIDENCIA;81711;171;Visitas técnicas;ACOMPAÑA A S.E. LA PRESIDENTA DE LA REPÚBLICA EN UNA REUNIÓN-ALMUERZO DEL GABINETE ECONOMICO;SUBSECRETARÍA DE ECONOMÍA;AH001
2014-12-03;2014-12-03;TALCAHUANO;0;0;;Alimentación;;;PRESIDENCIA;81711;172;Visitas técnicas;ACOMPAÑAR A S.E. LA PRESIDENTA DE LA REPÚBLICA EN VISITA A LAS COMUNAS DE TALCAHUANO, PENCO Y LEBU.;SUBSECRETARÍA DE ECONOMÍA;AH001
2014-12-04;2014-12-04;TALCA;0;0;;Alimentación;;;SECREDUC FINANCIA LOS GASTOS DE ALIMENTACION;81696;189;Celebraciones, conmemoraciones e inauguraciones,;VIAJA A LA ESCUELA ABELARDO MUÑOZ, LANZAMIENTO FEP Y VISITA A SECREDUC A LA ENTREGA DE RECONOCIMIENTO A FUNCIONARIOS CON AÑOS DE SERVICIO.;SUBSECRETARÍA DE EDUCACIÓN;AJ001
2015-01-06;2015-01-06;Valparaíso;0;0;;Alimentación;;;Secretaría y Administración General;81713;393;Relacionamiento institucional;Congreso Nacional - Comisión Hacienda del Senado y Comisión del Trabajo - Agenda Laboral;SUBSECRETARÍA DE HACIENDA;AE001
2014-12-08;2014-12-08;V REGION DE VALPARAISO;0;0;;Alimentación;;;subsecretaria de s alud pública;81928;147;Otro;- PARTICIPAR RECEPCION REALIZADA A 31 PROFESIONALES DE SALUD EN OPERATIVO MEDICO ORGANIZADO POR FUNDACION ACRUX Y LA ARMADA DE CHILE.;SUBSECRETARÍA DE SALUD PÚBLICA ;AO001
2014-12-09;2014-12-09;Valparaíso;0;0;;Alimentación;;;Subsecretaría de Salud;81928;169;Otro;reunión de trabajo con Parlamentarios en el Congreso  e inauguración de la Clínica de Reproducción de Alta Complejidad en la Universidad de Valparaíso.;SUBSECRETARÍA DE SALUD PÚBLICA ;AO001
2014-12-18;2014-12-18;Libertador Bernardo O´Higgins-San Vicente de Tagua-Tagua;0;0;;Alimentación;;;Subsecretaría de Salud;81928;183;Otro;Comunas de San Vicente de Tagua Tagua, Olivar, Rancagua  Jueves 18 de diciembre de 2014   10:30 horas Presentación Comitiva (Helipuerto Cancillería).  10:50 horas Despegue helicóptero Presidencial con destino  San Vicente de Tagua Tagua.    11:50 horas Llegada helicóptero Presidencial a Estadio Municipal de San Vicente de Tagua Tagua.  La Primera Mandataria es recibida por la Intendenta de la Región de O´Higgins, Sra. Morín Contreras.  • Traslado a CESFAM San Vicente de Tagua Tagua.  12:00 horas Llegada de S.E. la Presidenta de la República a CESFAM San Vicente de Tagua Tagua.  (Av. Central 460, comuna de San Vicente de Tagua Tagua)  La Primera Mandataria es recibida por la Ministra de Salud, Sra. Helia Molina; por la Directora del CESFAM, Sra. Pilar Planet y por el Alcalde de la comuna de San Vicente de Tagua Tagua, Sr. Jaime González.    Programa:                                   13:00 horas Término actividad.   • Traslado a comuna de Olivar. 13:50 horas Llegada a Centro de Eventos Molen comuna de Olivar.   (Ruta H-40 s/n, sector Olivar Bajo, Camino Coinco)    La Primera Mandataria es recibida por el Ministro de Economía,  Sr. Luis Felipe Céspedes y por el Seremi de Gobierno, Sr. Mauricio Valderrama.      Programa:            14:50 horas Término actividad.  • S.E. La Presidenta de la República junto a las autoridades se dirige a los jardines del Centro de Eventos, donde se realizará Entrega de Informe Universidad Regional.   Programa:               15:15 horas Término actividad  • Traslado a comuna de Rancagua. 15:45 horas Llegada de  S.E. la Presidenta de la República a Museo Regional de Rancagua, “Casa del Ochavo”.   (Estado 685 comuna de Rancagua)   La Primera Mandataria es recibida por el Director del Museo Regional, Sr. Mario Henríquez; por el Presidente del Directorio de la Comisión Gaudí, Sr. Gonzalo Díaz y  por el integrante del directorio de la Comisión Gaudí, Monseñor Alejandro Goic.      Programa:;SUBSECRETARÍA DE SALUD PÚBLICA ;AO001
2015-01-27;2015-01-27;Valparaíso;0;0;;Alimentación;;;Subsecretaría de salud;82143;382;Otro;participar en reuniones con Presidentes de Comisión de Salud del Senado y Cámara de Diputados Asistir a sesión en el Senado;SUBSECRETARÍA DE SALUD PÚBLICA ;AO001
2014-12-22;2014-12-22;VI REGION;0;0;;Alimentación;;;SUBSECRETARIA DE SALUD PUBLICA;81928;168;Otro;AGENDA MINISTRA DE SALUD RANCAGUA LUNES 22 DE DICIEMBRE                                                                          LUNES 22 DE DICIEMBRE HORA ACTIVIDAD 10:00  Entrega de 6 ambulancias al GORE. Lugar: Hospital de Pichidegua. 10:30 Punto de prensa 11:15 Inauguración Centro Comunitario Inclusivo de Promoción de la Salud. CESFAM Las Cabras. 12:00 Punto de prensa 13:30 Almuerzo. Lugar por confirmar 16:00 Presentación campaña ciudadana “UN NOMBRE PARA NUESTRO                                     HOSPITAL REGIONAL”. Lugar: Acceso Urgencia nuevo Hospital Regional. 16:30 Recorrido nuevo Hospital Regional. 16:45 Punto de prensa 17:30 Término de visita;SUBSECRETARÍA DE SALUD PÚBLICA ;AO001
2014-12-02;2014-12-07;Washington DC, Estados Unidos;5165;0;;Estadía;;;Banco Interamericano de Desarrollo;81960;186;Seminarios, Conferencias o Congresos;Invitación a participar del Diálogo Regional de Política de la Red de Igualdad de Género/La Violencia contra las Mujeres: Avanzando hacia soluciones basadas en la evidencia", organizado por el Banco Interamericano de Desarrollo;SERVICIO NACIONAL DE LA MUJER (SERNAM);AT001
2014-12-19;2014-12-21;Santiago;0;0;;Estadía;;;CNCA;82031;202;Entrevistas, reuniones o audiencias;Audiencias, gestión interna, compromisos públicos.;CONSEJO NACIONAL DE LA CULTURA Y LAS ARTES (CNCA);AV001
2014-11-28;2014-11-28;VALPARAISO;0;0;;Estadía;;;MINISTERIO DE EDUCACION;81696;184;Celebraciones, conmemoraciones e inauguraciones,;VIAJA A VALPARAISO A  LA INAUGURACIÓN DE LA NUEVA MUESTRA PERMANENTE DEL MUSEO HISTÓRICO NACIONAL DE VALPARAISO.;SUBSECRETARÍA DE EDUCACIÓN;AJ001
2014-12-09;2014-12-09;Valparaiso, Chile;0;0;;Estadía;;;Ministerio de Vivienda y Urbanismo;81731;124;Entrevistas, reuniones o audiencias;Reunión en el Senado, presentación Programas Habitacionales en la región de Valparaiso;SUBSECRETARIA DE VIVIENDA Y URBANISMO;AP001
2014-12-04;2014-12-04;TALCA;0;0;;Estadía;;;SECREDUC FINANCIA LOS GASTOS DE ALIMENTACION;81696;189;Celebraciones, conmemoraciones e inauguraciones,;VIAJA A LA ESCUELA ABELARDO MUÑOZ, LANZAMIENTO FEP Y VISITA A SECREDUC A LA ENTREGA DE RECONOCIMIENTO A FUNCIONARIOS CON AÑOS DE SERVICIO.;SUBSECRETARÍA DE EDUCACIÓN;AJ001
2015-01-06;2015-01-06;Valparaíso;0;0;;Estadía;;;Secretaría y Administración General;81713;393;Relacionamiento institucional;Congreso Nacional - Comisión Hacienda del Senado y Comisión del Trabajo - Agenda Laboral;SUBSECRETARÍA DE HACIENDA;AE001
2015-01-13;2015-01-13;Valparaíso;0;0;;Estadía;;;Secretaría y Administración General;81713;394;Relacionamiento institucional;Congreso Nacional - Sala Senado Proyecto Ley Binominal;SUBSECRETARÍA DE HACIENDA;AE001
2015-01-16;2015-01-16;Valdivia -Niebla;0;0;;Pasaje;;;0;81713;395;Entrevistas, reuniones o audiencias;Comitiva Oficial que acompaña a S.E. Presidenta de la República.;SUBSECRETARÍA DE HACIENDA;AE001
2014-12-10;2014-12-12;NUEVA YORK, ESTADOS UNIDOS DE AMÉRICA;5820000;0;;Pasaje;;;CONTRALORÍA GENERAL DE LA REPÚBLICA;81473;69;Entrevistas, reuniones o audiencias;ENTREVISTAS, REUNIONES O AUDIENCIAS;CONTRALORIA GENERAL DE LA REPUBLICA;NR002
2014-12-08;2014-12-10;WASHINGTON, ESTADOS UNIDOS DE AMÉRICA;888600;0;;Pasaje;;;CONTRALORÍA GENERAL DE LA REPÚBLICA;81472;70;Seminarios, Conferencias o Congresos;SEMINARIOS, CONFERENCIAS O CONGRESOS;CONTRALORIA GENERAL DE LA REPUBLICA;NR002
2014-12-04;2014-12-05;CONCEPCIÓN, CHILE;0;0;;Pasaje;;;CONTRALORÍA GENERAL DE LA REPÚBLICA;81472;71;Seminarios, Conferencias o Congresos;SEMINARIOS, CONFERENCIAS O CONGRESOS;CONTRALORIA GENERAL DE LA REPUBLICA;NR002
2014-12-17;2014-12-17;VALPARAÍSO, CHILE;42694;0;;Pasaje;;;CONTRALORÍA GENERAL DE LA REPÚBLICA;81472;72;Otro;OTRO;CONTRALORIA GENERAL DE LA REPUBLICA;NR002
2015-01-13;2015-01-13;Valparaíso;0;0;;Pasaje;;;Secretaría y Administración General;81713;394;Relacionamiento institucional;Congreso Nacional - Sala Senado Proyecto Ley Binominal;SUBSECRETARÍA DE HACIENDA;AE001
2014-12-30;2014-12-30;Puerto Montt;0;0;;Pasaje;;;Secretaría y Administración General del Ministerio de Hacienda;81713;217;Visitas técnicas;Viaje Presidencial a la Región de los Lagos;SUBSECRETARÍA DE HACIENDA;AE001
2014-12-16;2014-12-16;Valparaíso;0;0;;Pasaje;;;Secretaría y Administración General del Ministerio de Hacienda;81713;218;Relacionamiento institucional;Sesión Congreso Nacional;SUBSECRETARÍA DE HACIENDA;AE001
2014-12-09;2014-12-09;Valparaíso;0;0;;Pasaje;;;Subsecretaría de Salud;81928;169;Otro;reunión de trabajo con Parlamentarios en el Congreso  e inauguración de la Clínica de Reproducción de Alta Complejidad en la Universidad de Valparaíso.;SUBSECRETARÍA DE SALUD PÚBLICA ;AO001
2014-12-18;2014-12-18;Libertador Bernardo O´Higgins-San Vicente de Tagua-Tagua;0;0;;Pasaje;;;Subsecretaría de Salud;81928;183;Otro;Comunas de San Vicente de Tagua Tagua, Olivar, Rancagua  Jueves 18 de diciembre de 2014   10:30 horas Presentación Comitiva (Helipuerto Cancillería).  10:50 horas Despegue helicóptero Presidencial con destino  San Vicente de Tagua Tagua.    11:50 horas Llegada helicóptero Presidencial a Estadio Municipal de San Vicente de Tagua Tagua.  La Primera Mandataria es recibida por la Intendenta de la Región de O´Higgins, Sra. Morín Contreras.  • Traslado a CESFAM San Vicente de Tagua Tagua.  12:00 horas Llegada de S.E. la Presidenta de la República a CESFAM San Vicente de Tagua Tagua.  (Av. Central 460, comuna de San Vicente de Tagua Tagua)  La Primera Mandataria es recibida por la Ministra de Salud, Sra. Helia Molina; por la Directora del CESFAM, Sra. Pilar Planet y por el Alcalde de la comuna de San Vicente de Tagua Tagua, Sr. Jaime González.    Programa:                                   13:00 horas Término actividad.   • Traslado a comuna de Olivar. 13:50 horas Llegada a Centro de Eventos Molen comuna de Olivar.   (Ruta H-40 s/n, sector Olivar Bajo, Camino Coinco)    La Primera Mandataria es recibida por el Ministro de Economía,  Sr. Luis Felipe Céspedes y por el Seremi de Gobierno, Sr. Mauricio Valderrama.      Programa:            14:50 horas Término actividad.  • S.E. La Presidenta de la República junto a las autoridades se dirige a los jardines del Centro de Eventos, donde se realizará Entrega de Informe Universidad Regional.   Programa:               15:15 horas Término actividad  • Traslado a comuna de Rancagua. 15:45 horas Llegada de  S.E. la Presidenta de la República a Museo Regional de Rancagua, “Casa del Ochavo”.   (Estado 685 comuna de Rancagua)   La Primera Mandataria es recibida por el Director del Museo Regional, Sr. Mario Henríquez; por el Presidente del Directorio de la Comisión Gaudí, Sr. Gonzalo Díaz y  por el integrante del directorio de la Comisión Gaudí, Monseñor Alejandro Goic.      Programa:;SUBSECRETARÍA DE SALUD PÚBLICA ;AO001
2015-01-27;2015-01-27;Valparaíso;0;0;;Pasaje;;;Subsecretaría de Salud;82143;382;Otro;participar en reuniones con Presidentes de Comisión de Salud del Senado y Cámara de Diputados Asistir a sesión en el Senado;SUBSECRETARÍA DE SALUD PÚBLICA ;AO001
2014-12-22;2014-12-22;VI REGION;0;0;;Pasaje;;;SUBSECRETARIA DE SALUD PUBLICA;81928;168;Otro;AGENDA MINISTRA DE SALUD RANCAGUA LUNES 22 DE DICIEMBRE                                                                          LUNES 22 DE DICIEMBRE HORA ACTIVIDAD 10:00  Entrega de 6 ambulancias al GORE. Lugar: Hospital de Pichidegua. 10:30 Punto de prensa 11:15 Inauguración Centro Comunitario Inclusivo de Promoción de la Salud. CESFAM Las Cabras. 12:00 Punto de prensa 13:30 Almuerzo. Lugar por confirmar 16:00 Presentación campaña ciudadana “UN NOMBRE PARA NUESTRO                                     HOSPITAL REGIONAL”. Lugar: Acceso Urgencia nuevo Hospital Regional. 16:30 Recorrido nuevo Hospital Regional. 16:45 Punto de prensa 17:30 Término de visita;SUBSECRETARÍA DE SALUD PÚBLICA ;AO001
2014-12-04;2014-12-05;CONCEPCIÓN, CHILE;0;0;ALIMENTACIÓN;Otros;;;UNIVERSIDAD DE CONCEPCIÓN;81472;71;Seminarios, Conferencias o Congresos;SEMINARIOS, CONFERENCIAS O CONGRESOS;CONTRALORIA GENERAL DE LA REPUBLICA;NR002
2014-12-08;2014-12-10;WASHINGTON, ESTADOS UNIDOS DE AMÉRICA;888600;0;ALOJAMIENTO;Otros;;;GRUPO BANCO MUNDIAL;81472;70;Seminarios, Conferencias o Congresos;SEMINARIOS, CONFERENCIAS O CONGRESOS;CONTRALORIA GENERAL DE LA REPUBLICA;NR002
2014-12-04;2014-12-05;CONCEPCIÓN, CHILE;0;0;ALOJAMIENTO;Otros;;;UNIVERSIDAD DE CONCEPCIÓN;81472;71;Seminarios, Conferencias o Congresos;SEMINARIOS, CONFERENCIAS O CONGRESOS;CONTRALORIA GENERAL DE LA REPUBLICA;NR002
2014-12-09;2014-12-11;Montevideo, Uruguay;2516915;0;Pasaje (Ida);Otros;;;Comando Logístico Fuerza Aérea de Chile;81692;166;Entrevistas, reuniones o audiencias;Participar en reunión de Viceministros de instancia ejecutiva del Consejo de Defensa Suramericano (CDS) UNASUR.;SUBSECRETARIA DE DEFENSA;AD021
2014-12-04;2014-12-05;CONCEPCIÓN, CHILE;0;0;PASAJE AÉREO;Otros;;;UNIVERSIDAD DE CONCEPCIÓN;81472;71;Seminarios, Conferencias o Congresos;SEMINARIOS, CONFERENCIAS O CONGRESOS;CONTRALORIA GENERAL DE LA REPUBLICA;NR002
2014-12-30;2014-12-30;Región de Los Lagos;0;0;Sin costo;Otros;;;Subdere;81941;209;Relacionamiento institucional;1. Participación de la gira Presidencial a la Región de Los Lagos.  2. Asistencia a la ceremonia de firma de proyecto de Reforma Constitucional que establece la elección directa del Órgano Ejecutivo del Gobierno Regional, Teatro Diego Rivera, Puerto Montt.;SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO (SUBDERE);AB002
2014-12-22;2014-12-22;Comuna El Monte, Región Metropolitana, Chile;0;0;Sin gastos;Otros;;;Ministerio de Vivienda y Urbanismo;81731;180;Otro;Entrega de viviendas junto a la Presidenta de la Republica;SUBSECRETARIA DE VIVIENDA Y URBANISMO;AP001
2015-01-21;2015-01-21;Valparaiso, Chile;0;0;Sin gastos;Otros;;;Ministerio de Vivienda y Urbanismo;81731;351;Entrevistas, reuniones o audiencias;Asiste a reunión de Comisión de Vivienda, Desarrollo Urbano y Bienes Nacionales de la Camara de Diputados.;SUBSECRETARIA DE VIVIENDA Y URBANISMO;AP001
2014-12-10;2014-12-12;NUEVA YORK, ESTADOS UNIDOS DE AMÉRICA;5820000;0;TRASLADO;Otros;;;CONTRALORÍA GENERAL DE LA REPÚBLICA;81473;69;Entrevistas, reuniones o audiencias;ENTREVISTAS, REUNIONES O AUDIENCIAS;CONTRALORIA GENERAL DE LA REPUBLICA;NR002
2014-12-08;2014-12-10;WASHINGTON, ESTADOS UNIDOS DE AMÉRICA;888600;0;TRASLADO;Otros;;;CONTRALORÍA GENERAL DE LA REPÚBLICA;81472;70;Seminarios, Conferencias o Congresos;SEMINARIOS, CONFERENCIAS O CONGRESOS;CONTRALORIA GENERAL DE LA REPUBLICA;NR002
2014-12-04;2014-12-05;CONCEPCIÓN, CHILE;0;0;TRASLADO;Otros;;;CONTRALORÍA GENERAL DE LA REPÚBLICA;81472;71;Seminarios, Conferencias o Congresos;SEMINARIOS, CONFERENCIAS O CONGRESOS;CONTRALORIA GENERAL DE LA REPUBLICA;NR002
2014-12-17;2014-12-17;VALPARAÍSO, CHILE;42694;0;TRASLADO;Otros;;;CONTRALORÍA GENERAL DE LA REPÚBLICA;81472;72;Otro;OTRO;CONTRALORIA GENERAL DE LA REPUBLICA;NR002
2014-12-09;2014-12-09;Valparaíso;0;0;Traslado en auto fiscal del Sr. Ministro, no fue solicitado viatico;Otros;;;Subsecretaría para las Fuerzas Armadas;81705;103;Relacionamiento institucional;Comisión de Defensa, Senado y Comisión de Hacienda, Cámara de Diputados;SUBSECRETARIA PARA LAS FUERZAS ARMADAS;AD022
2014-12-02;2014-12-02;Con Con;0;0;Traslado en auto fiscal del Sr. Ministro. No fue solicitado viatico.;Otros;;;Subsecretaría para las Fuerzas Armadas;81705;75;Celebraciones, conmemoraciones e inauguraciones,;Inaguración Exponaval;SUBSECRETARIA PARA LAS FUERZAS ARMADAS;AD022
2014-12-18;2014-12-18;Valparaíso;0;0;Traslado en auto fiscal del Sr. Ministro. No fue solicitado viatico.;Otros;;;Subsecretaría para las Fuerzas Armadas;81705;142;Celebraciones, conmemoraciones e inauguraciones,;Graduación Escuela Naval;SUBSECRETARIA PARA LAS FUERZAS ARMADAS;AD022
2015-01-07;2015-01-07;Valparaíso;0;0;Traslado en auto fiscal del Sr. Ministro. No fue solicitado viatico.;Otros;;;Subsecretaría para las Fuerzas Armadas;81705;295;Celebraciones, conmemoraciones e inauguraciones,;Lanzamiento Libro Museo Naval;SUBSECRETARIA PARA LAS FUERZAS ARMADAS;AD022
2014-12-18;2014-12-18;Valparaíso;0;0;Traslado en auto fiscal del Sr. Subsercretario. No se solicitó viático.;Otros;;;Subsecretaría para las Fuerzas Armadas;81707;187;Celebraciones, conmemoraciones e inauguraciones,;Asistencia Graduaciones de las Escuelas Matrices de la Armada de Chile.;SUBSECRETARIA PARA LAS FUERZAS ARMADAS;AD022
2014-12-21;2014-12-22;Perú;311305;0;Traslado en avión FACH.;Otros;;;Subsecretaría para las Fuerzas Armadas;81705;117;Celebraciones, conmemoraciones e inauguraciones,;Botadura del B.E. "Unión" (Perú);SUBSECRETARIA PARA LAS FUERZAS ARMADAS;AD022
2014-12-16;2014-12-16;Punta Arenas;0;0;Traslado en avión Fach. No fue solicitado viatico.;Otros;;;Subsecretaría para las Fuerzas Armadas;81705;140;Visitas técnicas;Consejo Política Antartica;SUBSECRETARIA PARA LAS FUERZAS ARMADAS;AD022
2014-12-05;2014-12-05;Coquimbo;0;0;Traslado en avión institucional FACH. No fue solicitado viático;Otros;;;SSFFAA;81705;76;Otro;Lanzamiento consulta ciudadana del Nuevo Reglamento de Concesiones Marítimas;SUBSECRETARIA PARA LAS FUERZAS ARMADAS;AD022
2014-12-05;2014-12-05;Coquimbo;0;0;Traslado en avión institucional FACH. No fue solicitado viático.;Otros;;;Subsecretaría para las Fuerzas Armadas;81707;121;Celebraciones, conmemoraciones e inauguraciones,;Lanzamiento de consulta ciudadana del nuevo Reglamento de Concesiones Marítimas.;SUBSECRETARIA PARA LAS FUERZAS ARMADAS;AD022
2015-01-15;2015-01-16;Arica;0;0;Traslado en avión institucional FACH. No se solicitó viático.;Otros;;;Subsecretaría para las Fuerzas Armadas;81705;298;Visitas o eventos culturales;Lanzamiento del proyecto "Parque del encuentro del Morro de Arica". En el marco del sistema cultural e histórico y extensión del Ejército.;SUBSECRETARIA PARA LAS FUERZAS ARMADAS;AD022
2014-12-20;2014-12-21;Isla de Pascua;0;0;Traslado en Avión Institucional y gastos asumidos por la FACH, en el marco del respectivo viaje de traslado de estudiantes pascuenses a la isla.;Otros;;;Subsecretaría para las Fuerzas Armadas;81707;188;Visitas técnicas;Visita en terreno de instalaciones y recinto de la DGAC.;SUBSECRETARIA PARA LAS FUERZAS ARMADAS;AD022
2015-01-27;2015-01-27;Valparaíso;0;0;Traslado en vehículo fiscal del sr. Ministro. No se solicitó viático.;Otros;;;Subsecretaría para las Fuerzas Armadas;81705;368;Visitas técnicas;Asiste a Comisión de Defensa Nacional, H. Cámara de Diputados.;SUBSECRETARIA PARA LAS FUERZAS ARMADAS;AD022
2014-12-04;2014-12-04;Viña del Mar;0;0;Traslado en vehiculo fiscal. No se solicitó viático.;Otros;;;Subsecretaría para las Fuerzas Armadas;81707;122;Visitas técnicas;Visita a la Exponaval;SUBSECRETARIA PARA LAS FUERZAS ARMADAS;AD022
2014-12-03;2014-12-03;Mantagua - Región de Valparaíso;0;0;Traslado en vehículo instritucional;Otros;;;Subsecretaría de Transportes;81708;97;Otro;Asiste Encuentro de Encargados Regionales de la División de Transporte Público Regional;SUBSECRETARIA DE TRANSPORTES;AN001
2014-12-10;2014-12-12;NUEVA YORK, ESTADOS UNIDOS DE AMÉRICA;5820000;0;VIATICO;Otros;;;CONTRALORÍA GENERAL DE LA REPÚBLICA;81473;69;Entrevistas, reuniones o audiencias;ENTREVISTAS, REUNIONES O AUDIENCIAS;CONTRALORIA GENERAL DE LA REPUBLICA;NR002
2014-12-08;2014-12-10;WASHINGTON, ESTADOS UNIDOS DE AMÉRICA;888600;0;VIATICO;Otros;;;CONTRALORÍA GENERAL DE LA REPÚBLICA;81472;70;Seminarios, Conferencias o Congresos;SEMINARIOS, CONFERENCIAS O CONGRESOS;CONTRALORIA GENERAL DE LA REPUBLICA;NR002
2014-12-04;2014-12-05;CONCEPCIÓN, CHILE;0;0;VIATICO;Otros;;;CONTRALORÍA GENERAL DE LA REPÚBLICA;81472;71;Seminarios, Conferencias o Congresos;SEMINARIOS, CONFERENCIAS O CONGRESOS;CONTRALORIA GENERAL DE LA REPUBLICA;NR002
2014-11-28;2014-11-28;Santiago;0;0;Viático;Otros;;;CNCA;82031;131;Entrevistas, reuniones o audiencias;Audiencias, gestión interna, actividad pública;CONSEJO NACIONAL DE LA CULTURA Y LAS ARTES (CNCA);AV001
2014-12-01;2014-12-01;Santiago;0;0;Viático;Otros;;;CNCA;82031;132;Entrevistas, reuniones o audiencias;Audiencias, gestión interna.;CONSEJO NACIONAL DE LA CULTURA Y LAS ARTES (CNCA);AV001
2014-12-03;2014-12-03;Santiago;0;0;Viático;Otros;;;CNCA;82031;133;Entrevistas, reuniones o audiencias;Audiencias, gestión interna, compromiso público.;CONSEJO NACIONAL DE LA CULTURA Y LAS ARTES (CNCA);AV001
2014-12-11;2014-12-11;Santiago;0;0;Viático;Otros;;;CNCA;82031;135;Entrevistas, reuniones o audiencias;Audiencias, gestión interna, compromiso público.;CONSEJO NACIONAL DE LA CULTURA Y LAS ARTES (CNCA);AV001
2015-01-22;2015-01-22;Antofagasta;717;0;Viático;Otros;;;Secretaría y Administración General;81713;396;Relacionamiento institucional;Convenio entre Gobierno de Chile y Minera Escondida para el Desarrollo de los Estudios para Teleférico y Transporte Público.;SUBSECRETARÍA DE HACIENDA;AE001
2014-12-16;2014-12-17;Arica / Valparaíso;655115;12;Traslado taxi hotel Aeropuerto Arica;Otros;;;Subsecretaría de Agricultura;81747;165;Visitas técnicas;1) Reunión en la Intendencia Regional junto al equipo asesor de la Seremi de Agricultura, visita al Valle de Azapa, Entrevista en canal regional Arica TV, reuniones con dirigentes de Asoagro y Agronor y con el Gabinete del Agro Regional. 2) Comisión Hacienda financiamiento a la implementación de la Ley Cites (SAG, CONAF) y aprobación del Proyecto de Ley sobre Asignación Fitozoosanitaria y modificaciones a la Planta del SAG.;SUBSECRETARÍA DE AGRICULTURA;AR001
2015-01-07;2015-01-07;Valparaiso;26800;27;;Pasaje;;;SERNAM;82046;397;Relacionamiento institucional;MINISTRA ASISTE AL SENADO A REVISIÓN DE INDICACIONES PRESENTADAS AL MINISTERIO DE LA MUJER Y EQUIDAD DE GÉNERO;SERVICIO NACIONAL DE LA MUJER (SERNAM);AT001
2014-12-09;2014-12-09;Valparaíso;78000;37;;Pasaje;;;Subsecretaría de Agricultura;81746;125;Otro;Congreso Nacional: Ver Proyecto de ley sobre asignaciones y modificaciones a la planta del Servicio Agrícola y Ganadero.;SUBSECRETARÍA DE AGRICULTURA;AR001
2014-11-28;2014-11-28;Viña del Mar;39;39;;Alimentación;;;Subsecretaría de Evaluación Social;81729;259;Relacionamiento institucional;Encuentro  nacional de Consejales de Chile;SUBSECRETARIA DE EVALUACIÓN SOCIAL;AI007
2014-12-04;2014-12-04;Viña del Mar;41;41;;Alimentación;;;Subsecretaría de Evaluación Social;81729;260;Celebraciones, conmemoraciones e inauguraciones,;Campaña Festival Viña Inclusivo;SUBSECRETARIA DE EVALUACIÓN SOCIAL;AI007
2014-12-06;2014-12-06;Iquique;41;41;;Alimentación;;;Subsecretaría de Evaluación Social;81729;261;Celebraciones, conmemoraciones e inauguraciones,;Inauguración Feria Expo FOSIS y diálogo  ciudadano;SUBSECRETARIA DE EVALUACIÓN SOCIAL;AI007
2014-12-10;2014-12-10;Valparaíso;41;41;;Alimentación;;;Subsecretaría de Evaluación Social;81729;262;Entrevistas, reuniones o audiencias;Actividad en el marco  del mes de la inclusión  y sesión especial Cámara de Diputados;SUBSECRETARIA DE EVALUACIÓN SOCIAL;AI007
2014-12-12;2014-12-12;Valparaíso;41;41;;Alimentación;;;Subsecretaría de Evaluación Social;81729;263;Relacionamiento institucional;Cierre programa  reemprende FOSIS V región;SUBSECRETARIA DE EVALUACIÓN SOCIAL;AI007
2014-12-17;2014-12-17;Valparaíso;41;41;;Alimentación;;;Subsecretaría de Evaluación Social;81729;264;Entrevistas, reuniones o audiencias;Citación  comisión  bicameral;SUBSECRETARIA DE EVALUACIÓN SOCIAL;AI007
2014-12-18;2014-12-18;Rancagua - Graneros - Machali;41;41;;Alimentación;;;Subsecretaría de Evaluación Social;81729;265;Celebraciones, conmemoraciones e inauguraciones,;Programa abriendo caminos  -  programa  calle - encuentro con familias beneficiarias;SUBSECRETARIA DE EVALUACIÓN SOCIAL;AI007
2015-01-12;2015-01-12;Concepcion;41;41;;Estadía;;;Angelica Verdugo;82033;308;Entrevistas, reuniones o audiencias;Visita en terreno de obras CESFAM Pedro de Valdivia, CESFAM  Villa Nonguen, Reunión con los Directivos del Servicio de Salud Concepción,  asiste a reunión Macro zonal de la Asociación Chilena de Municipios;SUBSECRETARÍA DE SALUD PÚBLICA ;AO001
2015-01-21;2015-01-21;Valparaiso;41;41;viatico;Otros;;;subsecretaria de redes asistenciales;82033;343;Otro;citación  Comisión  Salud Hacienda Ley Miscelánea;SUBSECRETARÍA DE SALUD PÚBLICA ;AO001
