FechaInicio_Viaje;FechaTermino_Viaje;Destino_Viaje;CostoTotal_Viaje;Monto_DesgloseViaje;OtroTipo_DesgloseViaje;Nombre_TipoDesglose;Nombre_FinancistaViaje;Apellidos_FinancistaViaje;Nombre_FinancistaViajeEntidad;IDPasivo;IDViaje_CodigoViaje;Nombre_Objeto;Otro_ObjetoViaje;Nombre_Institucion;IDORPortal_Institucion
2014-12-16;2014-12-16;Fiscalía Nacional;58301;58301;Comprende: cometido funcionario, combustible, peaje y estacionamiento.;Otros;;;MINISTERIO PUBLICO;35014;38;Entrevistas, reuniones o audiencias;Entrevistas, reuniones o audiencias;MINISTERIO PUBLICO;NR008
2014-12-11;2014-12-12;SANTIAGO;100000;60000;;Estadía;;;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;81828;112;Entrevistas, reuniones o audiencias;ENCUENTROS DE CONSEJOS ZONALES;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;NR001
2014-12-11;2014-12-11;Bristol;60000;60000;;Pasaje;;;Miniterio de Relaciones Exteriores (PAEE);81981;138;Entrevistas, reuniones o audiencias;Visita cortesía a Alcalde y reuniones de trabajo con autoridades Universidad de Bristol. Encuentro con representantes de comunidad chilena y de estudiantes becados.;SUBSECRETARÍA DE RELACIONES EXTERIORES;AC001
2014-12-22;2014-12-23;Pichilemu, Región del Libertador General Bernardo O'Higgins.;203550;60652;;Pasaje;;;MINISTERIO PUBLICO;35009;62;Celebraciones, conmemoraciones e inauguraciones,;Celebraciones, conmemoraciones e inauguraciones;MINISTERIO PUBLICO;NR008
2014-12-02;2014-12-02;Fiscalía Local de Los Andes;61132;61132;Comprende gastos por: cometido, combustible y peaje.;Otros;;;MINISTERIO PUBLICO;35014;47;Entrevistas, reuniones o audiencias;Entrevistas, reuniones o audiencias;MINISTERIO PUBLICO;NR008
2014-12-17;2014-12-18;VALPARAÍSO;142897;61241;;Estadía;;;MINISTERIO DE EDUCACIÓN;81694;433;Entrevistas, reuniones o audiencias;TRASLADO AL CONGRESO NACIONAL CON EL FIN DE ASISTIR A LAS DISCUSIONES Y VOTACIONES DE LOS PROYECTOS DE LEY SOBRE LA REFORMA EDUCACIONAL;SUBSECRETARÍA DE EDUCACIÓN;AJ001
2014-12-17;2014-12-18;Temuco, Chile;221771;61362;;Alimentación;;;Servicio Nacional de la Mujer;81960;215;Otro;Asistencia al Encuentro Zonal de los Pueblos Indígenas "Construyendo el Buen Vivir";SERVICIO NACIONAL DE LA MUJER (SERNAM);AT001
2014-12-05;2014-12-07;Arica, Chile;308784;61363;;Alimentación;;;Servicio Nacional de la Mujer;82046;219;Entrevistas, reuniones o audiencias;Ministra asiste a actividad en la Dirección Regional de Arica y Parinacota, y participa de Gobierno en Terreno;SERVICIO NACIONAL DE LA MUJER (SERNAM);AT001
2014-12-12;2014-12-13;antofagasta,chile;393872;61363;;Alimentación;;;servicio nacional de la mujer;82046;222;Seminarios, Conferencias o Congresos;ministra asiste al encuentro zonal norte , mujeres indígenas;SERVICIO NACIONAL DE LA MUJER (SERNAM);AT001
2014-12-10;2014-12-11;Santiago;61364;61364;Viático Institucional;Otros;;;MINISTERIO PUBLICO;34996;11;Entrevistas, reuniones o audiencias;Entrevistas, reuniones o audiencias;MINISTERIO PUBLICO;NR008
2014-12-10;2014-12-10;SANTIAGO;47714;63500;;Estadía;;;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;81828;111;Capacitación Estudios y Pasantías;CURSO DE TEAM BUILLDING;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;NR001
2014-12-01;2014-12-02;La Serena;205000;65000;;Estadía;;;subtel;81690;79;Celebraciones, conmemoraciones e inauguraciones,;Inaguración antena Tulahuén;SUBSECRETARÍA DE TELECOMUNICACIONES;AN002
2015-01-22;2015-01-25;Región de Aysén y Región de Magallanes y Antártica Chilena;959007;70091;;Estadía;;;SUBTEL;81690;341;Visitas técnicas;Verificar el Plan de Conectividad entre las localidades de Tortel y Puerto Natales, organizado por el Gobierno Regional de Magallanes y Antártica Chilena.;SUBSECRETARÍA DE TELECOMUNICACIONES;AN002
2014-12-16;2014-12-16;Hualaihué;71345;71345;$30.682 monto viático
$1.600 peajes
$19.000 transbordador
$20.063 gasto combustible;Otros;;;MINISTERIO PUBLICO;35000;43;Otro;Otro;MINISTERIO PUBLICO;NR008
2014-12-14;2014-12-14;Provincia de Quillota;74727;74727;Viático. bencina y peajes.;Otros;;;Subdere;81941;129;Visitas técnicas;1. Visita de anuncio de compra de terreno con recursos del Programa de Mejoramiento de Barrios, para proyecto habitacional en la comuna de Nogales, sector El Almendro. 2. Visita de anuncio de compra de terreno con recursos del Programa de Mejoramiento de Barrios, para proyecto habitacional en la comuna de Nogales, villa El Rosario.;SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO (SUBDERE);AB002
2014-12-09;2014-12-09;Valparaíso;75127;75127;Viático, bencina, estacionamiento y peajes.;Otros;;;SUBDERE;81941;115;Entrevistas, reuniones o audiencias;Convocado por la Comisión de Hacienda del Senado. Discusión del proyecto de ley, en segundo trámite constitucional, que efectúa aporte extraordinario al Fondo Común Municipal.;SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO (SUBDERE);AB002
2014-12-29;2014-12-30;Santiago de Chile;450232;76706;Al gasto pasaje aéreo $340706 se suma el gasto traslado radiotaxi Santiago $32820;Otros;;;MINISTERIO PUBLICO;35007;27;Relacionamiento institucional;Relacionamiento institucional;MINISTERIO PUBLICO;NR008
2014-11-28;2014-11-29;Concepción, Chile;201570;77032;Viático;Otros;;;Subsecretaría de Defensa;81692;77;Visitas técnicas;Base Armada de Chile, Isla Quiriquina.;SUBSECRETARIA DE DEFENSA;AD021
2014-12-10;2014-12-10;Valparaíso;78527;78527;Viático, bencina, peajes y estacionamiento.;Otros;;;Subdere;81941;116;Entrevistas, reuniones o audiencias;Convocado por la Comisión de Hacienda del Senado a la discusión del Proyecto de ley, en segundo trámite constitucional, que modifica la ley N° 19.175, Orgánica Constitucional sobre Gobierno y Administración Regional fortaleciendo los consejos regionales.;SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO (SUBDERE);AB002
2014-12-17;2014-12-18;VALPARAÍSO;142897;80564;;Alimentación;;;MINISTERIO DE EDUCACIÓN;81694;433;Entrevistas, reuniones o audiencias;TRASLADO AL CONGRESO NACIONAL CON EL FIN DE ASISTIR A LAS DISCUSIONES Y VOTACIONES DE LOS PROYECTOS DE LEY SOBRE LA REFORMA EDUCACIONAL;SUBSECRETARÍA DE EDUCACIÓN;AJ001
2015-01-06;2015-01-07;Valparaiso, Chile;81654;81654;Viático;Otros;;;Ministerio de Relaciones Exteriores;81783;451;Entrevistas, reuniones o audiencias;Asistir a convocatoria en Sala del Senado del Congreso Nacional;SUBSECRETARÍA DE RELACIONES EXTERIORES;AC001
2014-12-08;2014-12-09;La Serena;271796;85230;;Estadía;;;CNCA;82031;134;Entrevistas, reuniones o audiencias;Jornada con funcionarios sobre la indicación sustitutiva que crea el Ministerio de Cultura;CONSEJO NACIONAL DE LA CULTURA Y LAS ARTES (CNCA);AV001
2014-12-22;2014-12-22;Concepción;297285;89629;;Estadía;;;CNCA;82031;185;Visitas técnicas;Jornada con funcionarios sobre la indicación sustitutiva del proyecto de ley que crea el Ministerio de Cultura.;CONSEJO NACIONAL DE LA CULTURA Y LAS ARTES (CNCA);AV001
2014-12-12;2014-12-14;Punta Arenas, Chile;274090;90000;;Pasaje;;;Ministerio de Relaciones Exteriores;81783;238;Visitas o eventos culturales;Reuniónes con cuerpo Diplomático;SUBSECRETARÍA DE RELACIONES EXTERIORES;AC001
2014-12-14;2014-12-17;Puerto Montt;320199;90081;;Pasaje;;;MINISTERIO PUBLICO;35020;23;Entrevistas, reuniones o audiencias;Entrevistas, reuniones o audiencias;MINISTERIO PUBLICO;NR008
2014-12-12;2014-12-14;Punta Arenas, Chile;274090;92044;Viático,  60%;Otros;;;Ministerio de Relaciones Exteriores;81783;238;Visitas o eventos culturales;Reuniónes con cuerpo Diplomático;SUBSECRETARÍA DE RELACIONES EXTERIORES;AC001
2014-12-12;2014-12-14;Punta Arenas, Chile;274090;92046;Viático, 40%;Otros;;;Ministerio de Relaciones Exteriores;81783;238;Visitas o eventos culturales;Reuniónes con cuerpo Diplomático;SUBSECRETARÍA DE RELACIONES EXTERIORES;AC001
2014-12-04;2014-12-05;Valdivia;135000;96000;;Estadía;;;SUBECRETARIA DE ECONOMIA Y EMPRESAS DE MENOR TAMAÑO;81711;101;Visitas técnicas;Difusión de la Agenda de la Productividad, Reforma Tributaria y planes de reactivación económica.;SUBSECRETARÍA DE ECONOMÍA;AH001
2014-11-29;2014-11-30;Concepcion;342463;96291;;Estadía;;;Ministerio de Vivienda y Urbanismo;81731;82;Celebraciones, conmemoraciones e inauguraciones,;Apertura Parque Ecuador para niños en situación de discapacidad;SUBSECRETARIA DE VIVIENDA Y URBANISMO;AP001
2014-12-18;2014-12-19;PUNTA ARENAS;134807;96291;;Estadía;;;SUBSECRETARIA DE ECONOMIA Y EMPRESAS DE MENOR TAMAÑO;81711;170;Visitas técnicas;DIFUSIÓN DE LA AGENDA DE PRODUCTIVIDAD, REFORMA TRIBUTARIA Y PLAN DE REACTIVACIÓN ECONÓMICA.;SUBSECRETARÍA DE ECONOMÍA;AH001
2015-01-23;2015-01-23;Salvador, Chile;0;100000;;Pasaje;;;Etrion Chile;82051;373;Celebraciones, conmemoraciones e inauguraciones,;Invitación a inauguración de Planta Solar Fotovoltaica Salvador 70 MW;PANEL DE EXPERTOS LEY GENERAL DE SERVICIOS ELÉCTRICOS LEY Nº 19.940;CO002
2014-12-01;2014-12-02;La Serena;205000;100000;;Pasaje;;;SUBTEL;81690;79;Celebraciones, conmemoraciones e inauguraciones,;Inaguración antena Tulahuén;SUBSECRETARÍA DE TELECOMUNICACIONES;AN002
2014-12-10;2014-12-11;Porvenir, Tierra del Fuego;208388;101000;;Pasaje;;;MINISTERIO PUBLICO;35021;24;Entrevistas, reuniones o audiencias;Entrevistas, reuniones o audiencias;MINISTERIO PUBLICO;NR008
2014-12-04;2014-12-05;Arica;493013;101307;;Estadía;;;Consejo Nacional de la Cultura y las Artes;82031;130;Relacionamiento institucional;Articulación del trabajo de la dirección regional del CNCA con los alcaldes de Tarapacá y, Arica y Parinacota.;CONSEJO NACIONAL DE LA CULTURA Y LAS ARTES (CNCA);AV001
2014-12-18;2014-12-19;Antofagasta, Mejillones;102068;102068;;Estadía;;;Subsecretaria de Energía;81764;193;Seminarios, Conferencias o Congresos;Seminario “El desarrollo energético del Norte Grande y su importancia para Chile". Reuniones con alcalde y concejales. Reuniones con Asociación de Industriales de Mejillones, Reuniones con dirigentes pescadores de Mejillones.;SUBSECRETARIA DE ENERGÍA;AU002
2014-12-16;2014-12-17;Concepción, Chile;283429;102068;Viático;Otros;;;Ministerio de Hacienda;81713;212;Seminarios, Conferencias o Congresos;Seminario “Visión Económica y Empresarial”.;SUBSECRETARÍA DE HACIENDA;AE001
2014-12-16;2014-12-16;Puerto Montt;365354;102068;Viático;Otros;;;Subsecretaría del Trabajo;81721;182;Entrevistas, reuniones o audiencias;Reunión mesa técnica salmón.;SUBSECRETARÍA DEL TRABAJO;AL001
2015-01-06;2015-01-07;Valparaíso, Chile;145999;102068;Viático;Otros;;;Subsecretaría del Trabajo;81719;441;Entrevistas, reuniones o audiencias;Asistir a la Comisión de Trabajo y Previsión de la Cámara y Senado  - Proyecto Reforma Laboral;SUBSECRETARÍA DEL TRABAJO;AL001
2015-01-13;2015-01-14;Valparaíso, Chile;145999;102068;Viático;Otros;;;Subsecretaría del Trabajo;81719;443;Entrevistas, reuniones o audiencias;Asistir a la Comisión de Trabajo de la Cámara de Diputados;SUBSECRETARÍA DEL TRABAJO;AL001
2014-12-09;2014-12-10;VALPARAISO;142897;102069;;Estadía;;;MINISTERIO DE EDUCACION;81694;153;Entrevistas, reuniones o audiencias;MINISTRO DE EDUCACIÓN ASISTE A LAS DISTINTAS SESIONES  DE LAS COMISIONES DE EDUCACIÓN DE LA CÁMARA Y EL SENADO, PARA DISCUTIR Y VOTAR LOS PROYECTOS DE LEY SOBRE REFORMA EDUCACIONAL.;SUBSECRETARÍA DE EDUCACIÓN;AJ001
2014-12-04;2014-12-05;Antofagasta, Chile;532788;102069;;Estadía;;;Ministerio de Vivienda y Urbanismo;81732;108;Entrevistas, reuniones o audiencias;Reunión con autoridades del sector vivienda a nivel regional, visita centro recreacional y deportivo Villa Esperanza, visita obras en Talamar-Hangaroa y Plaza Freire, entrevista TV y prensa escrita;SUBSECRETARIA DE VIVIENDA Y URBANISMO;AP001
2014-12-10;2014-12-11;Región del Bio-Bio, Chile;350553;102069;;Estadía;;;Ministerio de Vivienda y Urbanismo;81732;123;Entrevistas, reuniones o audiencias;Reunión con Delegada Presidencial Reconstrucción en Intendencia, entrevista en noticiario Canal Regional Biobio TV, visita de obra Conservación Cerro Caracol, Concepción, reunión con asociación de funcionarios Seremi-Serviu y asociación de Honorarios de región del Biobio.;SUBSECRETARIA DE VIVIENDA Y URBANISMO;AP001
2014-12-16;2014-12-17;Región de La Araucania, Chile;266283;102069;;Estadía;;;Ministerio de Vivienda y Urbanismo;81732;154;Entrevistas, reuniones o audiencias;Reunión con equipo directivo Serviu Araucania, visita a Radio Bio Bio y Diario Austral, reunión con Asociaciones de funcionarios;SUBSECRETARIA DE VIVIENDA Y URBANISMO;AP001
2014-12-18;2014-12-19;Coquimbo, Chile;270783;102069;;Estadía;;;Ministerio de Vivienda y Urbanismo;81732;173;Entrevistas, reuniones o audiencias;Reunión con gerente Corporación de Desarrollo  Regional. Encuentro con directivos regionales CCHC. Entrevista Radio Elquina en Vicuña. Ceremonia entrega de 79  subsidios de mejoramiento de viviendas.;SUBSECRETARIA DE VIVIENDA Y URBANISMO;AP001
2014-12-29;2014-12-31;Arica y Parinacota, Chile;482103;102069;;Estadía;;;Ministerio de Vivienda y Urbanismo;81731;237;Visitas técnicas;Inspección avance de reconstrucción Arica - Parinacota;SUBSECRETARIA DE VIVIENDA Y URBANISMO;AP001
2015-01-11;2015-01-12;Magallanes, Chile;142897;102069;;Estadía;;;Ministerio de Vivienda y Urbanismo;81731;294;Celebraciones, conmemoraciones e inauguraciones,;Ceremonias inaugurales Congreso Internacional de Briofitas 2015 y Transbordador Patagon, comuna de Porvenir. Visita inspectiva a caleta de pescadores.;SUBSECRETARIA DE VIVIENDA Y URBANISMO;AP001
2015-01-22;2015-01-23;Tarapaca, Chile;462885;102069;;Estadía;;;Ministerio de Vivienda y Urbanismo;81731;365;Otro;Entrega de subsidios a 51 familias del comité Pampa Ilusion, comuna de Huara. Inicio demolición Las Dunas I, comuna de Iquique. Inicio de obras de reparación condominio social Los Alelíes, comuna de Iquique.;SUBSECRETARIA DE VIVIENDA Y URBANISMO;AP001
2014-12-02;2014-12-02;Concepción;143000;102069;;Pasaje;;;Subsecretaria de Pesca y Acuicultura;81718;195;Entrevistas, reuniones o audiencias;Reuniones con Organizaciones de Pescadores Artesanales de Provincia de Concepción y Arauco;SUBSECRETARÍA DE PESCA;AH002
2015-01-13;2015-01-14;Antofagasta;378602;102069;Viático;Otros;;;Subsecretaría de Minería;81745;379;Seminarios, Conferencias o Congresos;Participar en Seminario "Diálogo sobre la Exposición Ocupacional a Hipobaria Intermitente Crónica por Gran Altitud";SUBSECRETARÍA DE MINERÍA;AS001
2014-12-18;2014-12-19;Copiapó;105086;105086;;Pasaje;;;Subsecretaría de Minería;81745;246;Visitas técnicas;Entrega de equipamiento a pequeños mineros. Visita Planta Biocobre.;SUBSECRETARÍA DE MINERÍA;AS001
2014-12-05;2014-12-05;Chaitén;134946;106000;;Pasaje;;;MINISTERIO PUBLICO;35019;57;Entrevistas, reuniones o audiencias;Entrevistas, reuniones o audiencias;MINISTERIO PUBLICO;NR008
2014-12-05;2014-12-05;Chaitén;134946;106000;;Pasaje;;;MINISTERIO PUBLICO;35019;57;Otro;Otro;MINISTERIO PUBLICO;NR008
2014-12-10;2014-12-11;Fiscalía Nacional;107388;107388;Costo total corresponde al monto del viático asignado.;Otros;;;MINISTERIO PUBLICO;34995;28;Entrevistas, reuniones o audiencias;Entrevistas, reuniones o audiencias;MINISTERIO PUBLICO;NR008
2014-12-29;2014-12-30;Santiago;451794;107388;Viático;Otros;;;MINISTERIO PUBLICO;34991;21;Otro;Otro;MINISTERIO PUBLICO;NR008
2014-12-22;2014-12-23;Pichilemu;135597;107388;Viático;Otros;;;MINISTERIO PUBLICO;34996;48;Celebraciones, conmemoraciones e inauguraciones,;Celebraciones, conmemoraciones e inauguraciones;MINISTERIO PUBLICO;NR008
2014-12-22;2014-12-23;Pichilemu;135597;107388;Viático;Otros;;;MINISTERIO PUBLICO;35015;54;Celebraciones, conmemoraciones e inauguraciones,;Celebraciones, conmemoraciones e inauguraciones;MINISTERIO PUBLICO;NR008
2014-12-05;2014-12-09;Santiago;330474;107388;Viático;Otros;;;MINISTERIO PUBLICO;35018;56;Entrevistas, reuniones o audiencias;Entrevistas, reuniones o audiencias;MINISTERIO PUBLICO;NR008
2014-12-09;2014-12-11;Región Metropolitana;447974;107388;Viático institucional;Otros;;;MINISTERIO PUBLICO;35007;8;Entrevistas, reuniones o audiencias;Entrevistas, reuniones o audiencias;MINISTERIO PUBLICO;NR008
2014-12-10;2014-12-11;Porvenir, Tierra del Fuego;208388;107388;Viático Institucional;Otros;;;MINISTERIO PUBLICO;35021;24;Entrevistas, reuniones o audiencias;Entrevistas, reuniones o audiencias;MINISTERIO PUBLICO;NR008
2014-12-29;2014-12-30;Santiago;107388;107388;Viático Institucional ;Otros;;;MINISTERIO PUBLICO;35002;34;Relacionamiento institucional;Relacionamiento institucional;MINISTERIO PUBLICO;NR008
2015-01-22;2015-01-23;Región del Maule (Curicó, Talca, Linares, Cauquenes);252097;109200;Combustible y peajes, traslado vehículo institucional;Otros;;;Subsecretaría de Previsión Social;81726;349;Relacionamiento institucional;Difusión Agenda Laboral;SUBSECRETARÍA DE PREVISIÓN SOCIAL;AL002
2014-12-14;2014-12-15;Coquimbo, Chile;248743;113936;;Pasaje;;;Subsecretaría de Turismo;81723;141;Seminarios, Conferencias o Congresos;Encabeza constitución de Comité de seremis del turismo. Participa en el lanzamiento de la temporada de verano en la Región de Coquimbo. Asiste a seminario sobre turismo astronómico.;SUBSECRETARÍA DE TURISMO;AH011
2014-12-17;2014-12-18;Temuco, Chile;221771;114386;;Pasaje;;;Servicio Nacional de la Mujer;81960;215;Otro;Asistencia al Encuentro Zonal de los Pueblos Indígenas "Construyendo el Buen Vivir";SERVICIO NACIONAL DE LA MUJER (SERNAM);AT001
2014-11-26;2014-11-28;ANTOFAGASTA;694203;115548;;Alimentación;;;MINISTERIO DE SALUD;81928;83;Otro;Agenda Ministra de Salud  Antofagasta Nº Vuelo                                                     salida                               fecha               hora salida             hora llegada LA 322 Operado por     A. MERINO BENITEZ      26-NOV-14                 18:20               20:20 LAN AIRLINES         26 noviembre 21:00  Cena. Participa Intendente, Seremi, Director Servicio Salud, parlamentarios. Hasta el momento se han excusado los parlamentarios.   27 noviembre  08:00 - 09:00  Reunión Equipo Directivo Salud Región Antofagasta  (Seremi Salud y Director Servicio Salud). Lugar: Servicio Salud. Bolivar # 523.  09:00 - 09:30  Visita Laboratorio Regional - SEREMI. Anuncios Agenda Medio Ambiental. Bolivar # 523. Directivos del servicio de salud, SEREMI, gremios de la salud, representantes colegios profesionales 09:45 - 10:30  Visita y bendición ecuménica obras realizadas en Unidad de Urgencias, Hospital Regional Antofagasta. Invitados: Representante Iglesia Católica e Iglesia Evangélica, Concejo Consultivo HRA, Parlamentarios, CORE Salud, gremios de la salud, representantes colegios profesionales 11:00 - 11:45  Punto Prensa Inversión en Salud Región de Antofagasta (Salud Pública y Redes Asistenciales) y Recorrido obras Hospital Concesionado Antofagasta. Representante Iglesia Católica e Iglesia Evangélica, Concejo Consultivo HRA, Parlamentarios, CORE Salud, Consejo Asesor Seremi y JJVV. Gremios de la salud, representantes colegios profesionales.    12:15 - 13:00  Recorrido obras y bendición ecuménica CESFAM Maria Cristina Rojas. Invitados: Representante Iglesia Católica e Iglesia Evangélica, Concejo Consultivo HRA, Parlamentarios, CORE Salud, Concejo Asesor Seremi, Comunidad, Alcaldesa Antofagasta. Gremios de la salud, representantes colegios profesionales 13:30 - 15:00  Almuerzo con alcaldes de la región, Intendente, Seremi y Director Servicio de Salud. Lugar: Hotel Diego de Almagro.  15:30 - 16:00  Inauguración Foro Regional de Salud. Lugar: Sala Ossa, Intendencia Antofagasta. Tema: Prevención de Cáncer en la Mujer. Convocados: 22 actores de institucionalidad pública, sociedad civil, CORES, Universidades, entre otros. 16:00 - 16:15  Punto de prensa Foro Regional de Salud 16:30 – 16:50  Entrevista Mercurio Antofagasta 17:00 – 17:40  Entrevista TVN red Antofagasta  18:00 – 18:20  Entrevista  Radio Madero (cobertura regional) (telefónica) 18:30 - 19:30  Reunión de trabajo con Intendente, Sector Salud y CORES. Lugar: Sala CORE – Intendencia.  28 de Noviembre  08:30 – 09:30 Desayuno con representantes de los gremios de la salud (APS – Hospitales –              SEREMI – Colegios profesionales).Ministra de salud -  Seremi de salud y equipo directivo del Servicio de salud.   10:00 – 10:30  Actividad Difusión VPH. Lugar: Auditorio Biblioteca Regional. Convocados: Centros de Padres y Apoderados, Sostenedores, Directores, Profesores, Seremi Educación. 10:45 – 11:00  Reunión representantes organización “Este Polvo Te mata “Lugar – Biblioteca regional – Ministra de salud, Seremi de Salud – Intendente Regional 11:15 – 11:45 Visita Centro de Rehabilitación Teletón Antofagasta. Ministra de salud – Intendente – Director de servicio de salud. 12:30 horas    Salida desde aeropuerto Cerro Moreno    Nº Vuelo                                                     salida                               fecha               hora salida            hora llegada                       Santiago LA 165 Operado por LAN AIRLINES       CERRO MORENO              28-NOV-14            13:15          15:05;SUBSECRETARÍA DE SALUD PÚBLICA ;AO001
2014-11-30;2014-12-03;Rancagua;333609;116517;;Pasaje;;;MINISTERIO PUBLICO;34999;31;Entrevistas, reuniones o audiencias;Entrevistas, reuniones o audiencias;MINISTERIO PUBLICO;NR008
2014-11-30;2014-12-03;Rancagua;333609;116517;;Pasaje;;;MINISTERIO PUBLICO;34999;31;Seminarios, Conferencias o Congresos;Seminarios, Conferencias o Congresos;MINISTERIO PUBLICO;NR008
2014-11-30;2014-12-05;Montevideo,Uruguay;2809400;118107;Gastos de Representación;Otros;;;Ministerio de Obras Publicas, Subsecretaria;81722;210;Entrevistas, reuniones o audiencias;Reuniones con Autoridades del Ministerio de Transportes y Obras Públicas del Uruguay, Participar XXV Reunión de COSIPLAN e IIRSA; En la V Reunión Ordinaria de Ministros COSIPLAN y en la II Reunión del Grupo de Trabajo Infraestructura para Integración física del Transporte, las Telecomunicaciones y la Integración    Fronteriza. - .CELAC.;SUBSECRETARÍA DE OBRAS PÚBLICAS;AM001
2014-12-09;2014-12-11;Región Metropolitana, Fiscalía Nacional.;303176;119082;;Pasaje;;;MINISTERIO PUBLICO;34994;37;Entrevistas, reuniones o audiencias;Entrevistas, reuniones o audiencias;MINISTERIO PUBLICO;NR008
2014-11-26;2014-12-03;Santiago;495244;120398;;Pasaje;;;MINISTERIO PUBLICO;35018;61;Entrevistas, reuniones o audiencias;Entrevistas, reuniones o audiencias;MINISTERIO PUBLICO;NR008
2014-11-26;2014-12-03;Santiago;495244;120398;;Pasaje;;;MINISTERIO PUBLICO;35018;61;Seminarios, Conferencias o Congresos;Seminarios, Conferencias o Congresos;MINISTERIO PUBLICO;NR008
2014-12-16;2014-12-17;Región de La Araucania, Chile;266283;123386;;Pasaje;;;Ministerio de Vivienda y Urbanismo;81732;154;Entrevistas, reuniones o audiencias;Reunión con equipo directivo Serviu Araucania, visita a Radio Bio Bio y Diario Austral, reunión con Asociaciones de funcionarios;SUBSECRETARIA DE VIVIENDA Y URBANISMO;AP001
2014-11-28;2014-11-29;Concepción, Chile;201570;124538;;Pasaje;;;Subsecretaría de Defensa;81692;77;Visitas técnicas;Base Armada de Chile, Isla Quiriquina.;SUBSECRETARIA DE DEFENSA;AD021
2014-12-09;2014-12-14;Santiago;385800;125000;;Pasaje;;;MINISTERIO PUBLICO;34999;14;Entrevistas, reuniones o audiencias;Entrevistas, reuniones o audiencias;MINISTERIO PUBLICO;NR008
2014-12-08;2014-12-12;Santiago, Fiscalía Nacional.;462836;125330;;Pasaje;;;MINISTERIO PUBLICO;34998;13;Entrevistas, reuniones o audiencias;Entrevistas, reuniones o audiencias;MINISTERIO PUBLICO;NR008
2014-12-18;2014-12-19;Coquimbo, Chile;270783;127886;;Pasaje;;;Ministerio de Vivienda y Urbanismo;81732;173;Entrevistas, reuniones o audiencias;Reunión con gerente Corporación de Desarrollo  Regional. Encuentro con directivos regionales CCHC. Entrevista Radio Elquina en Vicuña. Ceremonia entrega de 79  subsidios de mejoramiento de viviendas.;SUBSECRETARIA DE VIVIENDA Y URBANISMO;AP001
2014-12-09;2014-12-11;Fiscalía Nacional, Santiago;184696;130256; VIATICO;Otros;;;MINISTERIO PUBLICO;34997;30;Entrevistas, reuniones o audiencias;Entrevistas, reuniones o audiencias;MINISTERIO PUBLICO;NR008
2014-12-09;2014-12-13;Santiago, Chile;334514;132206;;Pasaje;;;Corporación Administrativa del Poder Judicial;81806;98;Otro;Capacitación Institucional y reunión con Directivos;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;NR001
2015-01-21;2015-01-22;Copiapó;133086;133086;;Pasaje;;;Empresa Nacional de Minería;81745;380;Entrevistas, reuniones o audiencias;Participar en Directorio de ENAMI;SUBSECRETARÍA DE MINERÍA;AS001
2014-11-30;2014-12-01;Iquique;469713;134807;Viático;Otros;;;Estado Mayor Conjunto;81695;85;Celebraciones, conmemoraciones e inauguraciones,;Representar al Jefe del Estado Mayor Conjunto en la ceremonia de conmemoración del aniversario del Comando Conjunto Norte;ESTADO MAYOR CONJUNTO;AD023
2014-12-09;2014-12-10;Concepción;362105;134807;Viático;Otros;;;Ministerio de Agricultura, Subsecretaría;81747;74;Visitas técnicas;Visita Canteras Los Angeles y planta Agrolomas;SUBSECRETARÍA DE AGRICULTURA;AR001
2014-12-14;2014-12-15;Coquimbo, Chile;248743;134807;Viático;Otros;;;Subsecretaría de Turismo;81723;141;Seminarios, Conferencias o Congresos;Encabeza constitución de Comité de seremis del turismo. Participa en el lanzamiento de la temporada de verano en la Región de Coquimbo. Asiste a seminario sobre turismo astronómico.;SUBSECRETARÍA DE TURISMO;AH011
2014-12-21;2014-12-22;Región de Los Lagos;166686;136686;;Pasaje;;;SUBTEL;81690;158;Celebraciones, conmemoraciones e inauguraciones,;Inauguración Wi-Fi 2.6;SUBSECRETARÍA DE TELECOMUNICACIONES;AN002
2014-12-29;2014-12-30;Santiago;307354;141268;Viaja con viático. Se agrega monto de traslados aeropuerto hotel y hotel aeropuerto.;Otros;;;MINISTERIO PUBLICO;34993;36;Relacionamiento institucional;Relacionamiento institucional;MINISTERIO PUBLICO;NR008
2014-12-01;2014-12-03;Rancagua.;325670;141576;;Pasaje;;;MINISTERIO PUBLICO;34994;58;Seminarios, Conferencias o Congresos;Seminarios, Conferencias o Congresos;MINISTERIO PUBLICO;NR008
2015-01-12;2015-01-13;La Serena, Comuna de Canela;284899;142004;;Pasaje;;;Subsecretaria de Energía;81765;316;Celebraciones, conmemoraciones e inauguraciones,;Inauguración del Parque Eólico Punta Palmeras, Comuna de Canela;SUBSECRETARIA DE ENERGÍA;AU002
